word,root
فقاتلوا,فقاتلوا
كيد,كيد
كفوا,كفوا
يخشون,يخشون
كخشية,كخشية
اخرتنا,اخرتنا
اينما,اينما
يدرككم,يدرككم
بروج,بروج
مشيدة,مشيدة
تصبهم,تصبهم
يقولوا,يقولوا
عندك,عندك
فمال,فمال
يكادون,يكادون
يفقهون,يفقهون
اصابك,اصابك
نفسك,نفسك
وارسلناك,ارسلناكك
اطاع,اطاع
حفيظا,حفيظا
طاعة,طاعة
يبيتون,يبيتون
وتوكل,توكلل
وكيلا,كيلاا
يتدبرون,يتدبرون
اختلافا,اختلافا
الامن,امنمن
اذاعوا,اذاعوا
ردوه,ردوه
والىا,ىالىا
لعلمه,لعلمه
يستنبطونه,يستنبطونه
لاتبعتم,لاتبعتم
فقاتل,فقاتل
وحرض,حرضض
عسى,عسى
يكف,يكف
باس,باس
باسا,باسا
تنكيلا,تنكيلا
كفل,كفل
مقيتا,مقيتا
حييتم,حييتم
بتحية,بتحية
فحيوا,فحيوا
باحسن,باحسن
ردوها,ردوها
ليجمعنكم,ليجمعنكم
اصدق,اصدق
اركسهم,اركسهم
اتريدون,اتريدون
تهدوا,تهدوا
اضل,اضل
يضلل,يضلل
فتكونون,فتكونون
يهاجروا,يهاجروا
فخذوهم,فخذوهم
وجدتموهم,جدتموهمم
يصلون,يصلون
وبينهم,بينهمم
جاءوكم,جاءوكم
حصرت,حصرت
يقاتلوا,يقاتلوا
قومهم,قومهم
لسلطهم,لسلطهم
فلقاتلوكم,فلقاتلوكم
اعتزلوكم,اعتزلوكم
والقوا,قواقوا
ستجدون,ستجدون
ءاخرين,ءاخرين
يامنوكم,يامنوكم
ويامنوا,يامنواا
ردوا,ردوا
اركسوا,اركسوا
يعتزلوكم,يعتزلوكم
ويلقوا,يلقواا
ويكفوا,يكفواا
واولايكم,اولايكمم
لمومن,لمومن
مومنا,مومنا
خطـا,خطـا
فتحرير,فتحرير
رقبة,رقبة
ودية,ديةة
يصدقوا,يصدقوا
وتحرير,تحريرر
شهرين,شهرين
متتابعين,متتابعين
توبة,توبة
متعمدا,متعمدا
فجزاوه,فجزاوه
وغضب,غضبب
ولعنه,لعنهه
واعد,اعدد
ضربتم,ضربتم
فتبينوا,فتبينوا
القىا,قىاىا
السلام,سلامام
لست,لست
تبتغون,تبتغون
عرض,عرض
فعند,فعند
مغانم,مغانم
يستوى,يستوى
القاعدون,قاعدونون
الضرر,ضرررر
والمجاهدون,مجاهدوندون
باموالهم,باموالهم
وانفسهم,انفسهمم
المجاهدين,مجاهدينين
القاعدين,قاعدينين
وعد,وعد
الحسنىا,حسنىاىا
توفىاهم,توفىاهم
ظالمى,ظالمى
فيم,فيم
كنا,كنا
مستضعفين,مستضعفين
ارض,ارض
واسعة,اسعةة
فتهاجروا,فتهاجروا
وساءت,ساءتت
مصيرا,مصيرا
المستضعفين,مستضعفينين
حيلة,حيلة
يعفو,يعفو
يهاجر,يهاجر
مراغما,مراغما
وسعة,سعةة
بيته,بيته
مهاجرا,مهاجرا
يدركه,يدركه
وقع,وقع
تقصروا,تقصروا
يفتنكم,يفتنكم
فاقمت,فاقمت
فلتقم,فلتقم
معك,معك
ولياخذوا,لياخذواا
اسلحتهم,اسلحتهم
سجدوا,سجدوا
فليكونوا,فليكونوا
ورايكم,رايكمم
ولتات,لتاتت
اخرىا,اخرىا
يصلوا,يصلوا
فليصلوا,فليصلوا
حذرهم,حذرهم
واسلحتهم,اسلحتهمم
تغفلون,تغفلون
اسلحتكم,اسلحتكم
وامتعتكم,امتعتكمم
فيميلون,فيميلون
ميلة,ميلة
مطر,مطر
تضعوا,تضعوا
وخذوا,خذواا
اعد,اعد
جنوبكم,جنوبكم
اطماننتم,اطماننتم
فاقيموا,فاقيموا
موقوتا,موقوتا
تالمون,تالمون
يالمون,يالمون
وترجون,ترجونن
لتحكم,لتحكم
ارىاك,ارىاك
للخاينين,خاينينين
خصيما,خصيما
تجادل,تجادل
يختانون,يختانون
خوانا,خوانا
اثيما,اثيما
يستخفون,يستخفون
يرضىا,يرضىا
القول,قولول
محيطا,محيطا
جادلتم,جادلتم
يجادل,يجادل
يعمل,يعمل
سوءا,سوءا
يستغفر,يستغفر
يكسب,يكسب
يكسبه,يكسبه
خطيـة,خطيـة
يرم,يرم
بريـا,بريـا
احتمل,احتمل
لهمت,لهمت
يضلوك,يضلوك
يضرونك,يضرونك
وعلمك,علمكك
نجوىاهم,نجوىاهم
بصدقة,بصدقة
يشاقق,يشاقق
ويتبع,يتبعع
نوله,نوله
ونصله,نصلهه
دونه,دونه
اناثا,اناثا
شيطانا,شيطانا
مريدا,مريدا
لعنه,لعنه
لاتخذن,لاتخذن
عبادك,عبادك
ولاضلنهم,لاضلنهمم
ولامنينهم,لامنينهمم
ولءامرنهم,لءامرنهمم
فليبتكن,فليبتكن
ءاذان,ءاذان
الانعام,انعامام
فليغيرن,فليغيرن
خسر,خسر
خسرانا,خسرانا
يعدهم,يعدهم
ويمنيهم,يمنيهمم
غرورا,غرورا
يجدون,يجدون
محيصا,محيصا
قيلا,قيلا
بامانيكم,بامانيكم
يجز,يجز
يدخلون,يدخلون
واتبع,اتبعع
واتخذ,اتخذذ
خليلا,خليلا
ويستفتونك,يستفتونكك
يفتيكم,يفتيكم
يتلىا,يتلىا
يتامى,يتامى
توتونهن,توتونهن
وترغبون,ترغبونن
تنكحوهن,تنكحوهن
الولدان,ولدانان
تقوموا,تقوموا
لليتامىا,يتامىاىا
خافت,خافت
بعلها,بعلها
نشوزا,نشوزا
اعراضا,اعراضا
يصلحا,يصلحا
صلحا,صلحا
والصلح,صلحصلح
واحضرت,احضرتت
الانفس,انفسفس
الشح,شحشح
تحسنوا,تحسنوا
تستطيعوا,تستطيعوا
حرصتم,حرصتم
الميل,ميليل
فتذروها,فتذروها
كالمعلقة,معلقةلقة
تصلحوا,تصلحوا
يتفرقا,يتفرقا
يغن,يغن
كلا,كلا
سعته,سعته
واسعا,اسعاا
وصينا,صيناا
واياكم,اياكمم
تكفروا,تكفروا
حميدا,حميدا
يشا,يشا
يذهبكم,يذهبكم
ايها,ايها
ويات,ياتت
بـاخرين,بـاخرين
قديرا,قديرا
قوامين,قوامين
الوالدين,والدينين
اولىا,اولىا
الهوىا,هوىاىا
تلوا,تلوا
تعرضوا,تعرضوا
ليغفر,ليغفر
ليهديهم,ليهديهم
يتخذون,يتخذون
ايبتغون,ايبتغون
عندهم,عندهم
سمعتم,سمعتم
ويستهزا,يستهزاا
تقعدوا,تقعدوا
يخوضوا,يخوضوا
حديث,حديث
والكافرين,كافرينرين
يتربصون,يتربصون
نكن,نكن
نستحوذ,نستحوذ
ونمنعكم,نمنعكمم
خادعهم,خادعهم
كسالىا,كسالىا
يراءون,يراءون
مذبذبين,مذبذبين
الدرك,دركرك
الاسفل,اسفلفل
واخلصوا,اخلصواا
وسوف,سوفف
بعذابكم,بعذابكم
شكرتم,شكرتم
وءامنتم,ءامنتمم
شاكرا,شاكرا
الجهر,جهرهر
يفرقوا,يفرقوا
ونكفر,نكفرر
يتخذوا,يتخذوا
الكافرون,كافرونون
يوتيهم,يوتيهم
يسـلك,يسـلك
سالوا,سالوا
فقالوا,فقالوا
ارنا,ارنا
فاخذتهم,فاخذتهم
بظلمهم,بظلمهم
اتخذوا,اتخذوا
فعفونا,فعفونا
بميثاقهم,بميثاقهم
تعدوا,تعدوا
واخذنا,اخذناا
نقضهم,نقضهم
ميثاقهم,ميثاقهم
وكفرهم,كفرهمم
وقولهم,قولهمم
طبع,طبع
وبكفرهم,بكفرهمم
قتلوه,قتلوه
صلبوه,صلبوه
شبه,شبه
شك,شك
اتباع,اتباع
الظن,ظنظن
يقينا,يقينا
رفعه,رفعه
ليومنن,ليومنن
موته,موته
فبظلم,فبظلم
حرمنا,حرمنا
احلت,احلت
وبصدهم,بصدهمم
واخذهم,اخذهمم
نهوا,نهوا
واكلهم,اكلهمم
الراسخون,راسخونون
والمقيمين,مقيمينمين
والموتون,موتونتون
سنوتيهم,سنوتيهم
اوحينا,اوحينا
نوح,نوح
واوحينا,اوحيناا
وايوب,ايوبب
ويونس,يونسس
وهارون,هارونن
وسليمان,سليمانن
زبورا,زبورا
ورسلا,رسلاا
قصصناهم,قصصناهم
نقصصهم,نقصصهم
وكلم,كلمم
تكليما,تكليما
رسلا,رسلا
يشهد,يشهد
انزله,انزله
بعلمه,بعلمه
يشهدون,يشهدون
وصدوا,صدواا
ضلوا,ضلوا
وظلموا,ظلمواا
طريقا,طريقا
طريق,طريق
تغلوا,تغلوا
وكلمته,كلمتهه
القىاها,قىاهاها
وروح,روحح
يستنكف,يستنكف
عبدا,عبدا
المقربون,مقربونون
عبادته,عبادته
ويستكبر,يستكبرر
فسيحشرهم,فسيحشرهم
ويزيدهم,يزيدهمم
استنكفوا,استنكفوا
واستكبروا,استكبرواا
فيعذبهم,فيعذبهم
برهان,برهان
نورا,نورا
فسيدخلهم,فسيدخلهم
ويهديهم,يهديهمم
يستفتونك,يستفتونك
الكلالة,كلالةلة
هلك,هلك
يرثها,يرثها
كانتا,كانتا
فلهما,فلهما
الثلثان,ثلثانان
فللذكر,فللذكر
اوفوا,اوفوا
بالعقود,عقودقود
بهيمة,بهيمة
محلى,محلى
الصيد,صيديد
تحلوا,تحلوا
القلايد,قلايديد
ءامين,ءامين
يبتغون,يبتغون
ورضوانا,رضواناا
حللتم,حللتم
فاصطادوا,فاصطادوا
يجرمنكم,يجرمنكم
شنـان,شنـان
صدوكم,صدوكم
وتعاونوا,تعاونواا
والتقوىا,تقوىاوىا
تعاونوا,تعاونوا
الاثم,اثمثم
والمنخنقة,منخنقةنقة
والموقوذة,موقوذةوذة
والمتردية,مترديةدية
والنطيحة,نطيحةيحة
اكل,اكل
السبع,سبعبع
ذكيتم,ذكيتم
ذبح,ذبح
النصب,نصبصب
تستقسموا,تستقسموا
بالازلام,ازلاملام
فسق,فسق
ييس,ييس
واخشون,اخشونن
اكملت,اكملت
واتممت,اتممتت
ورضيت,رضيتت
مخمصة,مخمصة
متجانف,متجانف
لاثم,لاثم
الطيبات,طيباتات
الجوارح,جوارحرح
مكلبين,مكلبين
تعلمونهن,تعلمونهن
امسكن,امسكن
اسم,اسم
وطعام,طعامم
حل,حل
وطعامكم,طعامكمم
متخذى,متخذى
حبط,حبط
عمله,عمله
قمتم,قمتم
فاغسلوا,فاغسلوا
المرافق,مرافقفق
وامسحوا,امسحواا
برءوسكم,برءوسكم
وارجلكم,ارجلكمم
الكعبين,كعبينين
فاطهروا,فاطهروا
حرج,حرج
ليطهركم,ليطهركم
وليتم,ليتمم
نعمته,نعمته
وميثاقه,ميثاقهه
واثقكم,اثقكمم
اعدلوا,اعدلوا
واجر,اجرر
يبسطوا,يبسطوا
فكف,فكف
وبعثنا,بعثناا
اثنى,اثنى
عشر,عشر
نقيبا,نقيبا
لين,لين
اقمتم,اقمتم
برسلى,برسلى
وعزرتموهم,عزرتموهمم
واقرضتم,اقرضتمم
ولادخلنكم,لادخلنكمم
لعناهم,لعناهم
وجعلنا,جعلناا
قاسية,قاسية
ونسوا,نسواا
تزال,تزال
تطلع,تطلع
خاينة,خاينة
واصفح,اصفحح
فنسوا,فنسوا
فاغرينا,فاغرينا
العداوة,عداوةوة
والبغضاء,بغضاءضاء
ينبيهم,ينبيهم
يصنعون,يصنعون
رسولنا,رسولنا
تخفون,تخفون
ويعفوا,يعفواا
نور,نور
وكتاب,كتابب
رضوانه,رضوانه
سبل,سبل
ويخرجهم,يخرجهمم
يملك,يملك
يهلك,يهلك
وامه,امهه
ابناوا,ابناوا
واحباوه,احباوهه
يعذبكم,يعذبكم
بذنوبكم,بذنوبكم
فترة,فترة
جاءنا,جاءنا
بشير,بشير
نذير,نذير
ونذير,نذيرر
وجعلكم,جعلكمم
ملوكا,ملوكا
وءاتىاكم,ءاتىاكمم
احدا,احدا
المقدسة,مقدسةسة
ترتدوا,ترتدوا
ادباركم,ادباركم
جبارين,جبارين
ندخلها,ندخلها
يخرجوا,يخرجوا
فانا,فانا
داخلون,داخلون
رجلان,رجلان
يخافون,يخافون
دخلتموه,دخلتموه
فانكم,فانكم
غالبون,غالبون
فتوكلوا,فتوكلوا
داموا,داموا
فاذهب,فاذهب
فقاتلا,فقاتلا
قاعدون,قاعدون
املك,املك
نفسى,نفسى
واخى,اخىى
فافرق,فافرق
وبين,بينن
فانها,فانها
محرمة,محرمة
يتيهون,يتيهون
تاس,تاس
واتل,اتلل
نبا,نبا
ابنى,ابنى
قربا,قربا
قربانا,قربانا
احدهما,احدهما
يتقبل,يتقبل
لاقتلنك,لاقتلنك
بسطت,بسطت
يدك,يدك
لتقتلنى,لتقتلنى
بباسط,بباسط
لاقتلك,لاقتلك
اخاف,اخاف
اريد,اريد
تبوا,تبوا
باثمى,باثمى
واثمك,اثمكك
فتكون,فتكون
جزاوا,جزاوا
فطوعت,فطوعت
فقتله,فقتله
فاصبح,فاصبح
غرابا,غرابا
يبحث,يبحث
ليريه,ليريه
يوارى,يوارى
سوءة,سوءة
ياويلتىا,ياويلتىا
اعجزت,اعجزت
الغراب,غراباب
فاوارى,فاوارى
اخى,اخى
النادمين,نادمينين
فساد,فساد
فكانما,فكانما
احياها,احياها
احيا,احيا
رسلنا,رسلنا
لمسرفون,لمسرفون
يحاربون,يحاربون
ويسعون,يسعونن
فسادا,فسادا
يقتلوا,يقتلوا
يصلبوا,يصلبوا
تقطع,تقطع
وارجلهم,ارجلهمم
خلاف,خلاف
ينفوا,ينفوا
تقدروا,تقدروا
الوسيلة,وسيلةلة
سبيله,سبيله
ومثله,مثلهه
ليفتدوا,ليفتدوا
مقيم,مقيم
والسارق,سارقارق
والسارقة,سارقةرقة
فاقطعوا,فاقطعوا
ايديهما,ايديهما
كسبا,كسبا
تاب,تاب
ظلمه,ظلمه
واصلح,اصلحح
يعذب,يعذب
سماعون,سماعون
للكذب,كذبذب
ياتوك,ياتوك
فخذوه,فخذوه
توتوه,توتوه
فاحذروا,فاحذروا
فتنته,فتنته
تملك,تملك
يطهر,يطهر
اكالون,اكالون
للسحت,سحتحت
اعرض,اعرض
تعرض,تعرض
يضروك,يضروك
حكمت,حكمت
المقسطين,مقسطينين
يحكمونك,يحكمونك
وعندهم,عندهمم
حكم,حكم
يتولون,يتولون
بالمومنين,مومنيننين
ونور,نورر
والربانيون,ربانيونيون
والاحبار,احباربار
استحفظوا,استحفظوا
تخشوا,تخشوا
وكتبنا,كتبناا
النفس,نفسفس
بالنفس,نفسنفس
والعين,عينعين
بالعين,عينعين
والانف,انفانف
بالانف,انفانف
والاذن,اذناذن
بالاذن,اذناذن
والسن,سنلسن
بالسن,سنلسن
والجروح,جروحروح
تصدق,تصدق
كفارة,كفارة
ءاثارهم,ءاثارهم
بعيسى,بعيسى
وءاتيناه,ءاتيناهه
الانجيل,انجيليل
وليحكم,ليحكمم
ومهيمنا,مهيمناا
شرعة,شرعة
ومنهاجا,منهاجاا
لجعلكم,لجعلكم
ليبلوكم,ليبلوكم
ءاتىاكم,ءاتىاكم
فينبيكم,فينبيكم
احكم,احكم
واحذرهم,احذرهمم
يفتنوك,يفتنوك
فاعلم,فاعلم
يصيبهم,يصيبهم
ذنوبهم,ذنوبهم
لفاسقون,لفاسقون
افحكم,افحكم
يتولهم,يتولهم
فترى,فترى
نخشىا,نخشىا
تصيبنا,تصيبنا
دايرة,دايرة
فعسى,فعسى
بالفتح,فتحفتح
فيصبحوا,فيصبحوا
اسروا,اسروا
نادمين,نادمين
ويقول,يقولل
اهاولاء,اهاولاء
اقسموا,اقسموا
جهد,جهد
لمعكم,لمعكم
فاصبحوا,فاصبحوا
يرتد,يرتد
بقوم,بقوم
يحبهم,يحبهم
ويحبونه,يحبونهه
اعزة,اعزة
يجاهدون,يجاهدون
لومة,لومة
لايم,لايم
وليكم,ليكمم
يقيمون,يقيمون
ويوتون,يوتونن
راكعون,راكعون
يتول,يتول
حزب,حزب
الغالبون,غالبونون
ولعبا,لعباا
والكفار,كفارفار
ناديتم,ناديتم
اتخذوها,اتخذوها
تنقمون,تنقمون
اكثركم,اكثركم
فاسقون,فاسقون
انبيكم,انبيكم
مثوبة,مثوبة
وجعل,جعلل
القردة,قردةدة
والخنازير,خنازيرزير
وعبد,عبدد
مكانا,مكانا
واضل,اضلل
دخلوا,دخلوا
وترىا,ترىاا
السحت,سحتحت
لبيس,لبيس
ينهىاهم,ينهىاهم
الربانيون,ربانيونون
يد,يد
مغلولة,مغلولة
غلت,غلت
ولعنوا,لعنواا
يداه,يداه
مبسوطتان,مبسوطتان
وليزيدن,ليزيدنن
طغيانا,طغيانا
وكفرا,كفراا
والقينا,قيناينا
اوقدوا,اوقدوا
للحرب,حربرب
اطفاها,اطفاها
المفسدين,مفسدينين
لكفرنا,لكفرنا
ولادخلناهم,لادخلناهمم
النعيم,نعيميم
اقاموا,اقاموا
لاكلوا,لاكلوا
تحت,تحت
ارجلهم,ارجلهم
مقتصدة,مقتصدة
وكثير,كثيرر
ساء,ساء
بلغ,بلغ
تفعل,تفعل
بلغت,بلغت
رسالته,رسالته
يعصمك,يعصمك
لستم,لستم
تقيموا,تقيموا
والصابـون,صابـونـون
وارسلنا,ارسلناا
يقتلون,يقتلون
وحسبوا,حسبواا
فعموا,فعموا
وصموا,صمواا
عموا,عموا
ثالث,ثالث
ينتهوا,ينتهوا
ليمسن,ليمسن
ويستغفرونه,يستغفرونهه
صديقة,صديقة
ياكلان,ياكلان
نبين,نبين
يوفكون,يوفكون
اتعبدون,اتعبدون
ضرا,ضرا
اهواء,اهواء
واضلوا,اضلواا
وضلوا,ضلواا
لعن,لعن
لسان,لسان
وعيسى,عيسىى
يتناهون,يتناهون
منكر,منكر
ترىا,ترىا
سخط,سخط
والنبى,نبىنبى
اتخذوهم,اتخذوهم
لتجدن,لتجدن
عداوة,عداوة
ولتجدن,لتجدنن
اقربهم,اقربهم
قسيسين,قسيسين
ورهبانا,رهباناا
يستكبرون,يستكبرون
سمعوا,سمعوا
اعينهم,اعينهم
تفيض,تفيض
الدمع,دمعمع
ونطمع,نطمعع
يدخلنا,يدخلنا
فاثابهم,فاثابهم
تحرموا,تحرموا
رزقكم,رزقكم
مومنون,مومنون
عقدتم,عقدتم
الايمان,ايمانان
فكفارته,فكفارته
اطعام,اطعام
مساكين,مساكين
اوسط,اوسط
تطعمون,تطعمون
اهليكم,اهليكم
كسوتهم,كسوتهم
تحرير,تحرير
حلفتم,حلفتم
واحفظوا,احفظواا
والانصاب,انصابصاب
والازلام,ازلاملام
رجس,رجس
فاجتنبوه,فاجتنبوه
يوقع,يوقع
ويصدكم,يصدكمم
وعن,وعن
فهل,فهل
منتهون,منتهون
واحذروا,احذرواا
المبين,مبينين
طعموا,طعموا
ليبلونكم,ليبلونكم
تناله,تناله
ورماحكم,رماحكمم
ليعلم,ليعلم
يخافه,يخافه
قتله,قتله
فجزاء,فجزاء
النعم,نعمعم
ذوا,ذوا
هديا,هديا
بالغ,بالغ
الكعبة,كعبةبة
صياما,صياما
ليذوق,ليذوق
وبال,بالل
امره,امره
فينتقم,فينتقم
صيد,صيد
وطعامه,طعامهه
وللسيارة,للسيارةة
دمتم,دمتم
حرما,حرما
والشهر,شهرشهر
والهدى,هدىهدى
والقلايد,قلايدايد
لتعلموا,لتعلموا
اعلموا,اعلموا
والطيب,طيبطيب
اعجبك,اعجبك
كثرة,كثرة
اشياء,اشياء
تبد,تبد
تسوكم,تسوكم
سالها,سالها
اصبحوا,اصبحوا
بحيرة,بحيرة
سايبة,سايبة
وصيلة,صيلةة
حام,حام
وجدنا,جدناا
اهتديتم,اهتديتم
اثنان,اثنان
ءاخران,ءاخران
غيركم,غيركم
فاصابتكم,فاصابتكم
تحبسونهما,تحبسونهما
فيقسمان,فيقسمان
ارتبتم,ارتبتم
نشترى,نشترى
قربىا,قربىا
نكتم,نكتم
الءاثمين,ءاثمينين
عثر,عثر
انهما,انهما
استحقا,استحقا
فـاخران,فـاخران
يقومان,يقومان
مقامهما,مقامهما
استحق,استحق
الاوليان,اوليانان
لشهادتنا,لشهادتنا
شهادتهما,شهادتهما
اعتدينا,اعتدينا
ياتوا,ياتوا
بالشهادة,شهادةادة
وجهها,جههاا
يخافوا,يخافوا
ترد,ترد
ايمان,ايمان
يجمع,يجمع
فيقول,فيقول
اجبتم,اجبتم
علام,علام
الغيوب,غيوبوب
ياعيسى,ياعيسى
اذكر,اذكر
والدتك,دتكدتك
ايدتك,ايدتك
علمتك,علمتك
تخلق,تخلق
باذنى,باذنى
فتنفخ,فتنفخ
وتبري,تبريي
تخرج,تخرج
كففت,كففت
جيتهم,جيتهم
سحر,سحر
اوحيت,اوحيت
الحوارين,حوارينين
وبرسولى,برسولىى
باننا,باننا
مايدة,مايدة
نريد,نريد
ناكل,ناكل
وتطمين,تطمينن
ونعلم,نعلمم
صدقتنا,صدقتنا
ونكون,نكونن
عيدا,عيدا
لاولنا,لاولنا
وءاخرنا,ءاخرناا
وءاية,ءايةة
منك,منك
وارزقنا,ارزقناا
وانت,انتت
الرازقين,رازقينين
منزلها,منزلها
اعذبه,اعذبه
ءانت,ءانت
قلت,قلت
اتخذونى,اتخذونى
وامى,امىى
الاهين,اهينين
اقول,اقول
بحق,بحق
قلته,قلته
علمته,علمته
امرتنى,امرتنى
وكنت,كنتت
توفيتنى,توفيتنى
الرقيب,رقيبيب
تعذبهم,تعذبهم
تغفر,تغفر
فانك,فانك
الصادقين,صادقينين
صدقهم,صدقهم
رضى,رضى
ورضوا,رضواا
والنور,نورنور
بربهم,بربهم
يعدلون,يعدلون
طين,طين
اجلا,اجلا
واجل,اجلل
تمترون,تمترون
سركم,سركم
وجهركم,جهركمم
تكسبون,تكسبون
تاتيهم,تاتيهم
معرضين,معرضين
انباوا,انباوا
يستهزءون,يستهزءون
يروا,يروا
اهلكنا,اهلكنا
قرن,قرن
مكناهم,مكناهم
نمكن,نمكن
مدرارا,مدرارا
تحتهم,تحتهم
فاهلكناهم,فاهلكناهم
وانشانا,انشاناا
قرنا,قرنا
قرطاس,قرطاس
فلمسوه,فلمسوه
لقال,لقال
لقضى,لقضى
جعلناه,جعلناه
لجعلناه,لجعلناه
رجلا,رجلا
وللبسنا,للبسناا
يلبسون,يلبسون
استهزي,استهزي
برسل,برسل
فحاق,فحاق
سخروا,سخروا
سيروا,سيروا
انظروا,انظروا
الرحمة,رحمةمة
خسروا,خسروا
سكن,سكن
اغير,اغير
فاطر,فاطر
يطعم,يطعم
امرت,امرت
عصيت,عصيت
يصرف,يصرف
رحمه,رحمه
يمسسك,يمسسك
بضر,بضر
كاشف,كاشف
القاهر,قاهرهر
الخبير,خبيرير
اى,اى
بينى,بينى
واوحى,اوحىى
لانذركم,لانذركم
اينكم,اينكم
لتشهدون,لتشهدون
ءالهة,ءالهة
اشهد,اشهد
واننى,اننىى
برىء,برىء
تشركون,تشركون
كذبا,كذبا
بـاياته,بـاياته
يفلح,يفلح
نحشرهم,نحشرهم
نقول,نقول
شركاوكم,شركاوكم
تزعمون,تزعمون
فتنتهم,فتنتهم
مشركين,مشركين
وضل,وضل
يستمع,يستمع
اكنة,اكنة
يفقهوه,يفقهوه
وقرا,قراا
يجادلونك,يجادلونك
اساطير,اساطير
الاولين,اولينين
ينهون,ينهون
وينـون,ينـونن
يهلكون,يهلكون
وقفوا,قفواا
ياليتنا,ياليتنا
نرد,نرد
نكذب,نكذب
بدا,بدا
لعادوا,لعادوا
لكاذبون,لكاذبون
حياتنا,حياتنا
بمبعوثين,بمبعوثين
اليس,يسيس
وربنا,ربناا
بلقاء,بلقاء
الساعة,ساعةعة
بغتة,بغتة
ياحسرتنا,ياحسرتنا
فرطنا,فرطنا
يحملون,يحملون
اوزارهم,اوزارهم
يزرون,يزرون
لعب,لعب
ولهو,لهوو
وللدار,للدارر
ليحزنك,ليحزنك
يكذبونك,يكذبونك
يجحدون,يجحدون
كذبت,كذبت
فصبروا,فصبروا
اتىاهم,اتىاهم
نصرنا,نصرنا
مبدل,مبدل
لكلمات,لكلمات
نباى,نباى
كبر,كبر
اعراضهم,اعراضهم
استطعت,استطعت
تبتغى,تبتغى
نفقا,نفقا
سلما,سلما
فتاتيهم,فتاتيهم
لجمعهم,لجمعهم
يستجيب,يستجيب
والموتىا,موتىاتىا
يبعثهم,يبعثهم
قادر,قادر
طاير,طاير
يطير,يطير
بجناحيه,بجناحيه
امم,امم
امثالكم,امثالكم
يحشرون,يحشرون
وبكم,بكمم
يضلله,يضلله
يجعله,يجعله
ارءيتكم,ارءيتكم
اتىاكم,اتىاكم
اتتكم,اتتكم
تدعون,تدعون
فيكشف,فيكشف
فاخذناهم,فاخذناهم
بالباساء,باساءساء
يتضرعون,يتضرعون
باسنا,باسنا
تضرعوا,تضرعوا
وزين,زينن
نسوا,نسوا
فتحنا,فتحنا
ابواب,ابواب
فرحوا,فرحوا
اخذناهم,اخذناهم
مبلسون,مبلسون
فقطع,فقطع
دابر,دابر
والحمد,حمدحمد
ارءيتم,ارءيتم
سمعكم,سمعكم
وابصاركم,ابصاركمم
وختم,ختمم
نصرف,نصرف
يصدفون,يصدفون
نرسل,نرسل
يمسهم,يمسهم
عندى,عندى
خزاين,خزاين
يوحىا,يوحىا
الاعمىا,اعمىاىا
والبصير,بصيرصير
وانذر,انذرر
يحشروا,يحشروا
شفيع,شفيع
تطرد,تطرد
بالغدواة,غدواةواة
والعشى,عشىعشى
حسابهم,حسابهم
حسابك,حسابك
فتطردهم,فتطردهم
فتنا,فتنا
ليقولوا,ليقولوا
باعلم,باعلم
بالشاكرين,شاكرينرين
سلام,سلام
نفصل,نفصل
ولتستبين,لتستبينن
المجرمين,مجرمينين
نهيت,نهيت
اعبد,اعبد
اهواءكم,اهواءكم
ضللت,ضللت
المهتدين,مهتدينين
وكذبتم,كذبتمم
تستعجلون,تستعجلون
الحكم,حكمكم
يقص,يقص
الفاصلين,فاصلينين
وعنده,عندهه
مفاتح,مفاتح
يعلمها,يعلمها
والبحر,بحربحر
تسقط,تسقط
ورقة,رقةة
رطب,رطب
يابس,يابس
يتوفىاكم,يتوفىاكم
جرحتم,جرحتم
بالنهار,نهارهار
يبعثكم,يبعثكم
ليقضىا,ليقضىا
ينبيكم,ينبيكم
ويرسل,يرسلل
حفظة,حفظة
توفته,توفته
يفرطون,يفرطون
مولىاهم,مولىاهم
اسرع,اسرع
الحاسبين,حاسبينين
ينجيكم,ينجيكم
تدعونه,تدعونه
تضرعا,تضرعا
وخفية,خفيةة
انجىانا,انجىانا
لنكونن,لنكونن
كرب,كرب
القادر,قادردر
يبعث,يبعث
ارجلكم,ارجلكم
يلبسكم,يلبسكم
شيعا,شيعا
ويذيق,يذيقق
وكذب,كذبب
قومك,قومك
بوكيل,بوكيل
يخوضون,يخوضون
ينسينك,ينسينك
تقعد,تقعد
الذكرىا,ذكرىاىا
ذكرىا,ذكرىا
وذر,وذر
لعبا,لعبا
ولهوا,لهواا
وغرتهم,غرتهمم
وذكر,ذكرر
تبسل,تبسل
تعدل,تعدل
ابسلوا,ابسلوا
شراب,شراب
حميم,حميم
وعذاب,عذابب
اندعوا,اندعوا
ينفعنا,ينفعنا
يضرنا,يضرنا
ونرد,نردد
اعقابنا,اعقابنا
هدىانا,هدىانا
استهوته,استهوته
حيران,حيران
يدعونه,يدعونه
ايتنا,ايتنا
وامرنا,امرناا
لنسلم,لنسلم
اقيموا,اقيموا
واتقوه,اتقوهه
ينفخ,ينفخ
الصور,صورور
عالم,عالم
والشهادة,شهادةادة
لابيه,لابيه
ءازر,ءازر
اتتخذ,اتتخذ
اصناما,اصناما
وقومك,قومكك
ملكوت,ملكوت
وليكون,ليكونن
الموقنين,موقنينين
جن,جن
رءا,رءا
كوكبا,كوكبا
افل,افل
احب,احب
