word,root
وَلَيْسَتِ,ليستت,وليست
ٱلسَّيِّـَٔاتِ,سيـاتات,السيـات
أَحَدَهُمُ,احدهم,احدهم
تُبْتُ,تبت,تبت
يَمُوتُونَ,يموتون,يموتون
أَعْتَدْنَا,اعتدنا,اعتدنا
أَلِيمًا,يماما,اليما
تَرِثُوا۟,ترثوا,ترثوا
كَرْهًا,كرها,كرها
لِتَذْهَبُوا۟,لتذهبوا,لتذهبوا
بِفَٰحِشَةٍ,بفاحشة,بفاحشة
مُّبَيِّنَةٍ,مبينة,مبينة
وَعَاشِرُوهُنَّ,عاشروهنن,وعاشروهن
كَرِهْتُمُوهُنَّ,كرهتموهن,كرهتموهن
فَعَسَىٰٓ,فعسىا,فعسىا
وَيَجْعَلَ,يجعلل,ويجعل
أَرَدتُّمُ,اردتم,اردتم
ٱسْتِبْدَالَ,استبدال,استبدال
زَوْجٍ,زوج,زوج
مَّكَانَ,مكان,مكان
وَءَاتَيْتُمْ,ءاتيتمم,وءاتيتم
إِحْدَىٰهُنَّ,احدىاهن,احدىاهن
قِنطَارًا,قنطارا,قنطارا
أَتَأْخُذُونَهُۥ,اتاخذونه,اتاخذونه
بُهْتَٰنًا,بهتانا,بهتانا
وَإِثْمًا,اثماا,واثما
مُّبِينًا,مبينا,مبينا
تَأْخُذُونَهُۥ,تاخذونه,تاخذونه
أَفْضَىٰ,افضىا,افضىا
وَأَخَذْنَ,اخذنن,واخذن
مِّيثَٰقًا,ميثاقا,ميثاقا
غَلِيظًا,غليظا,غليظا
نَكَحَ,نكح,نكح
ءَابَآؤُكُم,ءاباوكم,ءاباوكم
وَمَقْتًا,مقتاا,ومقتا
وَسَآءَ,ساءء,وساء
حُرِّمَتْ,حرمت,حرمت
أُمَّهَٰتُكُمْ,امهاتكم,امهاتكم
وَبَنَاتُكُمْ,بناتكمم,وبناتكم
وَأَخَوَٰتُكُمْ,اخواتكمم,واخواتكم
وَعَمَّٰتُكُمْ,عماتكمم,وعماتكم
وَخَٰلَٰتُكُمْ,خالاتكمم,وخالاتكم
وَبَنَاتُ,بناتت,وبنات
ٱلْأَخِ,اخاخ,الاخ
ٱلْأُخْتِ,اختخت,الاخت
وَأُمَّهَٰتُكُمُ,امهاتكمم,وامهاتكم
ٱلَّٰتِىٓ,اتىتى,الاتى
أَرْضَعْنَكُمْ,ارضعنكم,ارضعنكم
وَأَخَوَٰتُكُم,اخواتكمم,واخواتكم
ٱلرَّضَٰعَةِ,رضاعةعة,الرضاعة
وَأُمَّهَٰتُ,امهاتت,وامهات
وَرَبَٰٓئِبُكُمُ,ربايبكمم,وربايبكم
ٱلَّٰتِى,اتىتى,الاتى
حُجُورِكُم,حجوركم,حجوركم
نِّسَآئِكُمُ,نسايكم,نسايكم
دَخَلْتُم,دخلتم,دخلتم
بِهِنَّ,بهن,بهن
وَحَلَٰٓئِلُ,حلايلل,وحلايل
أَبْنَآئِكُمُ,ابنايكم,ابنايكم
أَصْلَٰبِكُمْ,اصلابكم,اصلابكم
تَجْمَعُوا۟,تجمعوا,تجمعوا
ٱلْأُخْتَيْنِ,اختينين,الاختين
غَفُورًا,غفورا,غفورا
وَٱلْمُحْصَنَٰتُ,محصناتنات,والمحصنات
وَأُحِلَّ,احلل,واحل
بِأَمْوَٰلِكُم,باموالكم,باموالكم
مُّحْصِنِينَ,محصنين,محصنين
مُسَٰفِحِينَ,مسافحين,مسافحين
ٱسْتَمْتَعْتُم,استمتعتم,استمتعتم
مِنْهُنَّ,منهن,منهن
فَـَٔاتُوهُنَّ,فـاتوهن,فـاتوهن
أُجُورَهُنَّ,اجورهن,اجورهن
تَرَٰضَيْتُم,تراضيتم,تراضيتم
ٱلْفَرِيضَةِ,فريضةضة,الفريضة
يَسْتَطِعْ,يستطع,يستطع
طَوْلًا,طولا,طولا
يَنكِحَ,ينكح,ينكح
ٱلْمُحْصَنَٰتِ,محصناتات,المحصنات
ٱلْمُؤْمِنَٰتِ,مومناتات,المومنات
فَمِن,فمن,فمن
أَيْمَٰنُكُم,ايمانكم,ايمانكم
فَتَيَٰتِكُمُ,فتياتكم,فتياتكم
بِإِيمَٰنِكُم,بايمانكم,بايمانكم
فَٱنكِحُوهُنَّ,فانكحوهن,فانكحوهن
أَهْلِهِنَّ,اهلهن,اهلهن
وَءَاتُوهُنَّ,ءاتوهنن,وءاتوهن
مُحْصَنَٰتٍ,محصنات,محصنات
مُسَٰفِحَٰتٍ,مسافحات,مسافحات
مُتَّخِذَٰتِ,متخذات,متخذات
أَخْدَانٍ,اخدان,اخدان
أُحْصِنَّ,احصن,احصن
أَتَيْنَ,اتين,اتين
فَعَلَيْهِنَّ,فعليهن,فعليهن
خَشِىَ,خشى,خشى
ٱلْعَنَتَ,عنتنت,العنت
لِيُبَيِّنَ,ليبين,ليبين
وَيَهْدِيَكُمْ,يهديكمم,ويهديكم
سُنَنَ,سنن,سنن
وَيَتُوبَ,يتوبب,ويتوب
وَيُرِيدُ,يريدد,ويريد
يَتَّبِعُونَ,يتبعون,يتبعون
تَمِيلُوا۟,تميلوا,تميلوا
مَيْلًا,ميلا,ميلا
عَظِيمًا,عظيما,عظيما
يُخَفِّفَ,يخفف,يخفف
وَخُلِقَ,خلقق,وخلق
ٱلْإِنسَٰنُ,انسانان,الانسان
تَقْتُلُوٓا۟,تقتلوا,تقتلوا
رَحِيمًا,رحيما,رحيما
عُدْوَٰنًا,عدوانا,عدوانا
وَظُلْمًا,ظلماا,وظلما
فَسَوْفَ,فسوف,فسوف
نُصْلِيهِ,نصليه,نصليه
يَسِيرًا,يسيرا,يسيرا
تَجْتَنِبُوا۟,تجتنبوا,تجتنبوا
كَبَآئِرَ,كباير,كباير
تُنْهَوْنَ,تنهون,تنهون
عَنْهُ,عنه,عنه
نُكَفِّرْ,نكفر,نكفر
وَنُدْخِلْكُم,ندخلكمم,وندخلكم
مُّدْخَلًا,مدخلا,مدخلا
كَرِيمًا,كريما,كريما
تَتَمَنَّوْا۟,تتمنوا,تتمنوا
فَضَّلَ,فضل,فضل
بَعْضَكُمْ,بعضكم,بعضكم
ٱكْتَسَبُوا۟,اكتسبوا,اكتسبوا
ٱكْتَسَبْنَ,اكتسبن,اكتسبن
وَسْـَٔلُوا۟,سـلواا,وسـلوا
فَضْلِهِۦٓ,فضله,فضله
مَوَٰلِىَ,موالى,موالى
عَقَدَتْ,عقدت,عقدت
فَـَٔاتُوهُمْ,فـاتوهم,فـاتوهم
نَصِيبَهُمْ,نصيبهم,نصيبهم
ٱلرِّجَالُ,رجالال,الرجال
قَوَّٰمُونَ,قوامون,قوامون
وَبِمَآ,بماا,وبما
أَمْوَٰلِهِمْ,اموالهم,اموالهم
فَٱلصَّٰلِحَٰتُ,صالحاتحات,فالصالحات
قَٰنِتَٰتٌ,قانتات,قانتات
حَٰفِظَٰتٌ,حافظات,حافظات
لِّلْغَيْبِ,غيبيب,للغيب
حَفِظَ,حفظ,حفظ
تَخَافُونَ,تخافون,تخافون
نُشُوزَهُنَّ,نشوزهن,نشوزهن
فَعِظُوهُنَّ,فعظوهن,فعظوهن
وَٱهْجُرُوهُنَّ,اهجروهنن,واهجروهن
ٱلْمَضَاجِعِ,مضاجعجع,المضاجع
وَٱضْرِبُوهُنَّ,اضربوهنن,واضربوهن
أَطَعْنَكُمْ,اطعنكم,اطعنكم
تَبْغُوا۟,تبغوا,تبغوا
عَلِيًّا,عليا,عليا
شِقَاقَ,شقاق,شقاق
بَيْنِهِمَا,بينهما,بينهما
فَٱبْعَثُوا۟,فابعثوا,فابعثوا
حَكَمًا,حكما,حكما
وَحَكَمًا,حكماا,وحكما
أَهْلِهَآ,اهلها,اهلها
يُرِيدَآ,يريدا,يريدا
يُوَفِّقِ,يوفق,يوفق
بَيْنَهُمَآ,بينهما,بينهما
خَبِيرًا,خبيرا,خبيرا
وَٱعْبُدُوا۟,اعبدواا,واعبدوا
تُشْرِكُوا۟,تشركوا,تشركوا
إِحْسَٰنًا,احسانا,احسانا
وَبِذِى,بذىى,وبذى
وَٱلْجَارِ,جارجار,والجار
ذِى,ذى,ذى
ٱلْجُنُبِ,جنبنب,الجنب
وَٱلصَّاحِبِ,صاحباحب,والصاحب
بِٱلْجَنۢبِ,جنبجنب,بالجنب
مُخْتَالًا,مختالا,مختالا
فَخُورًا,فخورا,فخورا
بِٱلْبُخْلِ,بخلبخل,بالبخل
وَيَكْتُمُونَ,يكتمونن,ويكتمون
وَأَعْتَدْنَا,اعتدناا,واعتدنا
مُّهِينًا,مهينا,مهينا
بِٱلْيَوْمِ,يوميوم,باليوم
يَكُنِ,يكن,يكن
قَرِينًا,قرينا,قرينا
فَسَآءَ,فساء,فساء
وَمَاذَا,ماذاا,وماذا
وَأَنفَقُوا۟,انفقواا,وانفقوا
رَزَقَهُمُ,رزقهم,رزقهم
يَظْلِمُ,يظلم,يظلم
مِثْقَالَ,مثقال,مثقال
ذَرَّةٍ,ذرة,ذرة
تَكُ,تك,تك
يُضَٰعِفْهَا,يضاعفها,يضاعفها
وَيُؤْتِ,يوتت,ويوت
لَّدُنْهُ,لدنه,لدنه
أَجْرًا,اجرا,اجرا
جِئْنَا,جينا,جينا
أُمَّةٍۭ,امة,امة
بِشَهِيدٍ,بشهيد,بشهيد
وَجِئْنَا,جيناا,وجينا
وَعَصَوُا۟,عصواا,وعصوا
تُسَوَّىٰ,تسوىا,تسوىا
حَدِيثًا,حديثا,حديثا
تَقْرَبُوا۟,تقربوا,تقربوا
سُكَٰرَىٰ,سكارىا,سكارىا
تَعْلَمُوا۟,تعلموا,تعلموا
جُنُبًا,جنبا,جنبا
عَابِرِى,عابرى,عابرى
سَبِيلٍ,سبيل,سبيل
تَغْتَسِلُوا۟,تغتسلوا,تغتسلوا
مَّرْضَىٰٓ,مرضىا,مرضىا
جَآءَ,جاء,جاء
ٱلْغَآئِطِ,غايطيط,الغايط
لَٰمَسْتُمُ,لامستم,لامستم
فَلَمْ,فلم,فلم
فَتَيَمَّمُوا۟,فتيمموا,فتيمموا
صَعِيدًا,صعيدا,صعيدا
فَٱمْسَحُوا۟,فامسحوا,فامسحوا
بِوُجُوهِكُمْ,بوجوهكم,بوجوهكم
وَأَيْدِيكُمْ,ايديكمم,وايديكم
عَفُوًّا,عفوا,عفوا
وَيُرِيدُونَ,يريدونن,ويريدون
تَضِلُّوا۟,تضلوا,تضلوا
ٱلسَّبِيلَ,سبيليل,السبيل
بِأَعْدَآئِكُمْ,باعدايكم,باعدايكم
وَلِيًّا,لياا,وليا
نَصِيرًا,نصيرا,نصيرا
يُحَرِّفُونَ,يحرفون,يحرفون
ٱلْكَلِمَ,كلملم,الكلم
مَّوَاضِعِهِۦ,مواضعه,مواضعه
وَٱسْمَعْ,اسمعع,واسمع
مُسْمَعٍ,مسمع,مسمع
وَرَٰعِنَا,راعناا,وراعنا
لَيًّۢا,ليا,ليا
بِأَلْسِنَتِهِمْ,سنتهمتهم,بالسنتهم
وَطَعْنًا,طعناا,وطعنا
وَٱنظُرْنَا,انظرناا,وانظرنا
وَأَقْوَمَ,اقومم,واقوم
نَّطْمِسَ,نطمس,نطمس
وُجُوهًا,جوهاا,وجوها
فَنَرُدَّهَا,فنردها,فنردها
أَدْبَارِهَآ,ادبارها,ادبارها
نَلْعَنَهُمْ,نلعنهم,نلعنهم
لَعَنَّآ,لعنا,لعنا
أَصْحَٰبَ,اصحاب,اصحاب
أَمْرُ,امر,امر
مَفْعُولًا,مفعولا,مفعولا
يُشْرَكَ,يشرك,يشرك
وَيَغْفِرُ,يغفرر,ويغفر
دُونَ,دون,دون
يُشْرِكْ,يشرك,يشرك
ٱفْتَرَىٰٓ,افترىا,افترىا
يُزَكُّونَ,يزكون,يزكون
أَنفُسَهُم,انفسهم,انفسهم
يُزَكِّى,يزكى,يزكى
فَتِيلًا,فتيلا,فتيلا
ٱنظُرْ,انظر,انظر
بِٱلْجِبْتِ,جبتجبت,بالجبت
وَٱلطَّٰغُوتِ,طاغوتغوت,والطاغوت
أَهْدَىٰ,اهدىا,اهدىا
لَعَنَهُمُ,لعنهم,لعنهم
يَلْعَنِ,يلعن,يلعن
تَجِدَ,تجد,تجد
فَإِذًا,فاذا,فاذا
يُؤْتُونَ,يوتون,يوتون
نَقِيرًا,نقيرا,نقيرا
يَحْسُدُونَ,يحسدون,يحسدون
ءَاتَيْنَآ,ءاتينا,ءاتينا
وَءَاتَيْنَٰهُم,ءاتيناهمم,وءاتيناهم
مُّلْكًا,ملكا,ملكا
صَدَّ,صد,صد
بِجَهَنَّمَ,بجهنم,بجهنم
سَوْفَ,سوف,سوف
نُصْلِيهِمْ,نصليهم,نصليهم
نَضِجَتْ,نضجت,نضجت
جُلُودُهُم,جلودهم,جلودهم
بَدَّلْنَٰهُمْ,بدلناهم,بدلناهم
جُلُودًا,جلودا,جلودا
غَيْرَهَا,غيرها,غيرها
لِيَذُوقُوا۟,ليذوقوا,ليذوقوا
عَزِيزًا,عزيزا,عزيزا
سَنُدْخِلُهُمْ,سندخلهم,سندخلهم
أَبَدًا,ابدا,ابدا
وَنُدْخِلُهُمْ,ندخلهمم,وندخلهم
ظِلًّا,ظلا,ظلا
ظَلِيلًا,ظليلا,ظليلا
تُؤَدُّوا۟,تودوا,تودوا
ٱلْأَمَٰنَٰتِ,اماناتات,الامانات
أَهْلِهَا,اهلها,اهلها
حَكَمْتُم,حكمتم,حكمتم
تَحْكُمُوا۟,تحكموا,تحكموا
نِعِمَّا,نعما,نعما
سَمِيعًۢا,سميعا,سميعا
بَصِيرًا,بصيرا,بصيرا
وَأُو۟لِى,اولىى,واولى
تَنَٰزَعْتُمْ,تنازعتم,تنازعتم
فَرُدُّوهُ,فردوه,فردوه
تُؤْمِنُونَ,تومنون,تومنون
وَأَحْسَنُ,احسنن,واحسن
تَأْوِيلًا,تاويلا,تاويلا
يَزْعُمُونَ,يزعمون,يزعمون
يُرِيدُونَ,يريدون,يريدون
يَتَحَاكَمُوٓا۟,يتحاكموا,يتحاكموا
ٱلطَّٰغُوتِ,طاغوتوت,الطاغوت
أُمِرُوٓا۟,امروا,امروا
يُضِلَّهُمْ,يضلهم,يضلهم
ضَلَٰلًۢا,ضلالا,ضلالا
ٱلرَّسُولِ,رسولول,الرسول
رَأَيْتَ,رايت,رايت
ٱلْمُنَٰفِقِينَ,منافقينين,المنافقين
يَصُدُّونَ,يصدون,يصدون
صُدُودًا,صدودا,صدودا
مُّصِيبَةٌۢ,مصيبة,مصيبة
جَآءُوكَ,جاءوك,جاءوك
يَحْلِفُونَ,يحلفون,يحلفون
أَرَدْنَآ,اردنا,اردنا
وَتَوْفِيقًا,توفيقاا,وتوفيقا
فَأَعْرِضْ,فاعرض,فاعرض
وَعِظْهُمْ,عظهمم,وعظهم
قَوْلًۢا,قولا,قولا
بَلِيغًا,بليغا,بليغا
رَّسُولٍ,رسول,رسول
لِيُطَاعَ,ليطاع,ليطاع
إِذ,اذ,اذ
ظَّلَمُوٓا۟,ظلموا,ظلموا
وَٱسْتَغْفَرَ,استغفرر,واستغفر
لَوَجَدُوا۟,لوجدوا,لوجدوا
وَرَبِّكَ,ربكك,وربك
يُحَكِّمُوكَ,يحكموك,يحكموك
شَجَرَ,شجر,شجر
يَجِدُوا۟,يجدوا,يجدوا
حَرَجًا,حرجا,حرجا
قَضَيْتَ,قضيت,قضيت
وَيُسَلِّمُوا۟,يسلمواا,ويسلموا
تَسْلِيمًا,تسليما,تسليما
أَنَّا,انا,انا
كَتَبْنَا,كتبنا,كتبنا
أَنِ,ان,ان
ٱقْتُلُوٓا۟,اقتلوا,اقتلوا
ٱخْرُجُوا۟,اخرجوا,اخرجوا
دِيَٰرِكُم,دياركم,دياركم
فَعَلُوهُ,فعلوه,فعلوه
يُوعَظُونَ,يوعظون,يوعظون
وَأَشَدَّ,اشدد,واشد
تَثْبِيتًا,تثبيتا,تثبيتا
وَإِذًا,اذاا,واذا
لَّءَاتَيْنَٰهُم,لءاتيناهم,لءاتيناهم
لَّدُنَّآ,لدنا,لدنا
وَلَهَدَيْنَٰهُمْ,لهديناهمم,ولهديناهم
صِرَٰطًا,صراطا,صراطا
مُّسْتَقِيمًا,مستقيما,مستقيما
أَنْعَمَ,انعم,انعم
وَٱلصِّدِّيقِينَ,صديقينقين,والصديقين
وَٱلشُّهَدَآءِ,شهداءداء,والشهداء
وَٱلصَّٰلِحِينَ,صالحينحين,والصالحين
وَحَسُنَ,حسنن,وحسن
رَفِيقًا,رفيقا,رفيقا
ٱلْفَضْلُ,فضلضل,الفضل
حِذْرَكُمْ,حذركم,حذركم
فَٱنفِرُوا۟,فانفروا,فانفروا
ثُبَاتٍ,ثبات,ثبات
ٱنفِرُوا۟,انفروا,انفروا
لَّيُبَطِّئَنَّ,ليبطين,ليبطين
عَلَىَّ,على,على
أَكُن,اكن,اكن
مَّعَهُمْ,معهم,معهم
فَضْلٌ,فضل,فضل
لَيَقُولَنَّ,ليقولن,ليقولن
كَأَن,كان,كان
تَكُنۢ,تكن,تكن
وَبَيْنَهُۥ,بينهه,وبينه
مَوَدَّةٌ,مودة,مودة
يَٰلَيْتَنِى,ياليتنى,ياليتنى
كُنتُ,كنت,كنت
فَأَفُوزَ,فافوز,فافوز
فَوْزًا,فوزا,فوزا
فَلْيُقَٰتِلْ,فليقاتل,فليقاتل
يَشْرُونَ,يشرون,يشرون
يُقَٰتِلْ,يقاتل,يقاتل
فَيُقْتَلْ,فيقتل,فيقتل
يَغْلِبْ,يغلب,يغلب
نُؤْتِيهِ,نوتيه,نوتيه
تُقَٰتِلُونَ,تقاتلون,تقاتلون
وَٱلْمُسْتَضْعَفِينَ,مستضعفينفين,والمستضعفين
ٱلرِّجَالِ,رجالال,الرجال
وَٱلنِّسَآءِ,نساءساء,والنساء
وَٱلْوِلْدَٰنِ,ولداندان,والولدان
أَخْرِجْنَا,اخرجنا,اخرجنا
ٱلْقَرْيَةِ,قريةية,القرية
ٱلظَّالِمِ,ظالملم,الظالم
أَهْلُهَا,اهلها,اهلها
وَٱجْعَل,اجعلل,واجعل
يُقَٰتِلُونَ,يقاتلون,يقاتلون
فَقَٰتِلُوٓا۟,فقاتلوا,فقاتلوا
كَيْدَ,كيد,كيد
كُفُّوٓا۟,كفوا,كفوا
أَيْدِيَكُمْ,ايديكم,ايديكم
يَخْشَوْنَ,يخشون,يخشون
كَخَشْيَةِ,كخشية,كخشية
خَشْيَةً,خشية,خشية
كَتَبْتَ,كتبت,كتبت
ٱلْقِتَالَ,قتالال,القتال
لَوْلَآ,لولا,لولا
أَخَّرْتَنَآ,اخرتنا,اخرتنا
وَٱلْءَاخِرَةُ,ءاخرةخرة,والءاخرة
لِّمَنِ,لمن,لمن
أَيْنَمَا,اينما,اينما
يُدْرِككُّمُ,يدرككم,يدرككم
بُرُوجٍ,بروج,بروج
مُّشَيَّدَةٍ,مشيدة,مشيدة
تُصِبْهُمْ,تصبهم,تصبهم
يَقُولُوا۟,يقولوا,يقولوا
هَٰذِهِۦ,هاذه,هاذه
عِندِكَ,عندك,عندك
فَمَالِ,فمال,فمال
يَكَادُونَ,يكادون,يكادون
يَفْقَهُونَ,يفقهون,يفقهون
أَصَابَكَ,اصابك,اصابك
حَسَنَةٍ,حسنة,حسنة
سَيِّئَةٍ,سيية,سيية
نَّفْسِكَ,نفسك,نفسك
وَأَرْسَلْنَٰكَ,ارسلناكك,وارسلناك
أَطَاعَ,اطاع,اطاع
حَفِيظًا,حفيظا,حفيظا
طَاعَةٌ,طاعة,طاعة
بَيَّتَ,بيت,بيت
طَآئِفَةٌ,طايفة,طايفة
يَكْتُبُ,يكتب,يكتب
يُبَيِّتُونَ,يبيتون,يبيتون
وَتَوَكَّلْ,توكلل,وتوكل
وَكِيلًا,كيلاا,وكيلا
يَتَدَبَّرُونَ,يتدبرون,يتدبرون
ٱلْقُرْءَانَ,قرءانان,القرءان
ٱخْتِلَٰفًا,اختلافا,اختلافا
أَمْرٌ,امر,امر
ٱلْأَمْنِ,امنمن,الامن
أَذَاعُوا۟,اذاعوا,اذاعوا
رَدُّوهُ,ردوه,ردوه
وَإِلَىٰٓ,ىالىا,والىا
أُو۟لِى,اولى,اولى
لَعَلِمَهُ,لعلمه,لعلمه
يَسْتَنۢبِطُونَهُۥ,يستنبطونه,يستنبطونه
لَٱتَّبَعْتُمُ,لاتبعتم,لاتبعتم
ٱلشَّيْطَٰنَ,شيطانان,الشيطان
فَقَٰتِلْ,فقاتل,فقاتل
نَفْسَكَ,نفسك,نفسك
وَحَرِّضِ,حرضض,وحرض
عَسَى,عسى,عسى
يَكُفَّ,يكف,يكف
بَأْسَ,باس,باس
بَأْسًا,باسا,باسا
وَأَشَدُّ,اشدد,واشد
تَنكِيلًا,تنكيلا,تنكيلا
يَشْفَعْ,يشفع,يشفع
شَفَٰعَةً,شفاعة,شفاعة
كِفْلٌ,كفل,كفل
مُّقِيتًا,مقيتا,مقيتا
حُيِّيتُم,حييتم,حييتم
بِتَحِيَّةٍ,بتحية,بتحية
فَحَيُّوا۟,فحيوا,فحيوا
بِأَحْسَنَ,باحسن,باحسن
مِنْهَآ,منها,منها
رُدُّوهَآ,ردوها,ردوها
لَيَجْمَعَنَّكُمْ,ليجمعنكم,ليجمعنكم
أَصْدَقُ,اصدق,اصدق
أَرْكَسَهُم,اركسهم,اركسهم
كَسَبُوٓا۟,كسبوا,كسبوا
أَتُرِيدُونَ,اتريدون,اتريدون
تَهْدُوا۟,تهدوا,تهدوا
أَضَلَّ,اضل,اضل
يُضْلِلِ,يضلل,يضلل
فَتَكُونُونَ,فتكونون,فتكونون
يُهَاجِرُوا۟,يهاجروا,يهاجروا
فَخُذُوهُمْ,فخذوهم,فخذوهم
وَجَدتُّمُوهُمْ,جدتموهمم,وجدتموهم
يَصِلُونَ,يصلون,يصلون
قَوْمٍۭ,قوم,قوم
وَبَيْنَهُم,بينهمم,وبينهم
مِّيثَٰقٌ,ميثاق,ميثاق
جَآءُوكُمْ,جاءوكم,جاءوكم
حَصِرَتْ,حصرت,حصرت
يُقَٰتِلُوا۟,يقاتلوا,يقاتلوا
قَوْمَهُمْ,قومهم,قومهم
لَسَلَّطَهُمْ,لسلطهم,لسلطهم
فَلَقَٰتَلُوكُمْ,فلقاتلوكم,فلقاتلوكم
ٱعْتَزَلُوكُمْ,اعتزلوكم,اعتزلوكم
وَأَلْقَوْا۟,قواقوا,والقوا
إِلَيْكُمُ,يكمكم,اليكم
ٱلسَّلَمَ,سلملم,السلم
سَتَجِدُونَ,ستجدون,ستجدون
ءَاخَرِينَ,ءاخرين,ءاخرين
يَأْمَنُوكُمْ,يامنوكم,يامنوكم
وَيَأْمَنُوا۟,يامنواا,ويامنوا
رُدُّوٓا۟,ردوا,ردوا
أُرْكِسُوا۟,اركسوا,اركسوا
يَعْتَزِلُوكُمْ,يعتزلوكم,يعتزلوكم
وَيُلْقُوٓا۟,يلقواا,ويلقوا
وَيَكُفُّوٓا۟,يكفواا,ويكفوا
أَيْدِيَهُمْ,ايديهم,ايديهم
وَأُو۟لَٰٓئِكُمْ,اولايكمم,واولايكم
لِمُؤْمِنٍ,لمومن,لمومن
يَقْتُلَ,يقتل,يقتل
مُؤْمِنًا,مومنا,مومنا
خَطَـًٔا,خطـا,خطـا
قَتَلَ,قتل,قتل
فَتَحْرِيرُ,فتحرير,فتحرير
رَقَبَةٍ,رقبة,رقبة
مُّؤْمِنَةٍ,مومنة,مومنة
وَدِيَةٌ,ديةة,ودية
مُّسَلَّمَةٌ,مسلمة,مسلمة
أَهْلِهِۦٓ,اهله,اهله
يَصَّدَّقُوا۟,يصدقوا,يصدقوا
عَدُوٍّ,عدو,عدو
مُؤْمِنٌ,مومن,مومن
فَدِيَةٌ,فدية,فدية
وَتَحْرِيرُ,تحريرر,وتحرير
شَهْرَيْنِ,شهرين,شهرين
مُتَتَابِعَيْنِ,متتابعين,متتابعين
تَوْبَةً,توبة,توبة
يَقْتُلْ,يقتل,يقتل
مُّتَعَمِّدًا,متعمدا,متعمدا
فَجَزَآؤُهُۥ,فجزاوه,فجزاوه
وَغَضِبَ,غضبب,وغضب
وَلَعَنَهُۥ,لعنهه,ولعنه
وَأَعَدَّ,اعدد,واعد
ضَرَبْتُمْ,ضربتم,ضربتم
فَتَبَيَّنُوا۟,فتبينوا,فتبينوا
أَلْقَىٰٓ,قىاىا,القىا
ٱلسَّلَٰمَ,سلامام,السلام
لَسْتَ,لست,لست
تَبْتَغُونَ,تبتغون,تبتغون
عَرَضَ,عرض,عرض
فَعِندَ,فعند,فعند
مَغَانِمُ,مغانم,مغانم
كَثِيرَةٌ,كثيرة,كثيرة
فَمَنَّ,فمن,فمن
فَتَبَيَّنُوٓا۟,فتبينوا,فتبينوا
يَسْتَوِى,يستوى,يستوى
ٱلْقَٰعِدُونَ,قاعدونون,القاعدون
غَيْرُ,غير,غير
ٱلضَّرَرِ,ضرررر,الضرر
وَٱلْمُجَٰهِدُونَ,مجاهدوندون,والمجاهدون
بِأَمْوَٰلِهِمْ,باموالهم,باموالهم
وَأَنفُسِهِمْ,انفسهمم,وانفسهم
ٱلْمُجَٰهِدِينَ,مجاهدينين,المجاهدين
ٱلْقَٰعِدِينَ,قاعدينين,القاعدين
دَرَجَةً,درجة,درجة
وَكُلًّا,كلاا,وكلا
وَعَدَ,وعد,وعد
ٱلْحُسْنَىٰ,حسنىاىا,الحسنىا
وَفَضَّلَ,فضلل,وفضل
وَمَغْفِرَةً,مغفرةة,ومغفرة
وَرَحْمَةً,رحمةة,ورحمة
تَوَفَّىٰهُمُ,توفىاهم,توفىاهم
ظَالِمِىٓ,ظالمى,ظالمى
فِيمَ,فيم,فيم
كُنَّا,كنا,كنا
مُسْتَضْعَفِينَ,مستضعفين,مستضعفين
تَكُنْ,تكن,تكن
أَرْضُ,ارض,ارض
وَٰسِعَةً,اسعةة,واسعة
فَتُهَاجِرُوا۟,فتهاجروا,فتهاجروا
وَسَآءَتْ,ساءتت,وساءت
مَصِيرًا,مصيرا,مصيرا
ٱلْمُسْتَضْعَفِينَ,مستضعفينين,المستضعفين
حِيلَةً,حيلة,حيلة
يَعْفُوَ,يعفو,يعفو
يُهَاجِرْ,يهاجر,يهاجر
مُرَٰغَمًا,مراغما,مراغما
وَسَعَةً,سعةة,وسعة
يَخْرُجْ,يخرج,يخرج
بَيْتِهِۦ,بيته,بيته
مُهَاجِرًا,مهاجرا,مهاجرا
يُدْرِكْهُ,يدركه,يدركه
وَقَعَ,وقع,وقع
تَقْصُرُوا۟,تقصروا,تقصروا
ٱلصَّلَوٰةِ,صلواةاة,الصلواة
يَفْتِنَكُمُ,يفتنكم,يفتنكم
فَأَقَمْتَ,فاقمت,فاقمت
فَلْتَقُمْ,فلتقم,فلتقم
مَّعَكَ,معك,معك
وَلْيَأْخُذُوٓا۟,لياخذواا,ولياخذوا
أَسْلِحَتَهُمْ,اسلحتهم,اسلحتهم
سَجَدُوا۟,سجدوا,سجدوا
فَلْيَكُونُوا۟,فليكونوا,فليكونوا
وَرَآئِكُمْ,رايكمم,ورايكم
وَلْتَأْتِ,لتاتت,ولتات
أُخْرَىٰ,اخرىا,اخرىا
يُصَلُّوا۟,يصلوا,يصلوا
فَلْيُصَلُّوا۟,فليصلوا,فليصلوا
مَعَكَ,معك,معك
وَلْيَأْخُذُوا۟,لياخذواا,ولياخذوا
حِذْرَهُمْ,حذرهم,حذرهم
وَأَسْلِحَتَهُمْ,اسلحتهمم,واسلحتهم
تَغْفُلُونَ,تغفلون,تغفلون
أَسْلِحَتِكُمْ,اسلحتكم,اسلحتكم
وَأَمْتِعَتِكُمْ,امتعتكمم,وامتعتكم
فَيَمِيلُونَ,فيميلون,فيميلون
مَّيْلَةً,ميلة,ميلة
مَّطَرٍ,مطر,مطر
