word,root
أَهْلِيكُمْ,أَهْلِيكُمْ,اهليكم
كِسْوَتُهُمْ,كِسْوَتُهُمْ,كسوتهم
تَحْرِيرُ,تَحْرِيرُ,تحرير
كَفَّٰرَةُ,كَفَّٰرَةُ,كفارة
حَلَفْتُمْ,حَلَفْتُمْ,حلفتم
وَٱحْفَظُوٓا۟,َٱحْفَظُوٓا۟۟,واحفظوا
أَيْمَٰنَكُمْ,أَيْمَٰنَكُمْ,ايمانكم
ٱلْخَمْرُ,ٱلْخَمْرُ,الخمر
وَٱلْمَيْسِرُ,َٱلْمَيْسِرُُ,والميسر
وَٱلْأَنصَابُ,َٱلْأَنصَابُُ,والانصاب
وَٱلْأَزْلَٰمُ,َٱلْأَزْلَٰمُُ,والازلام
رِجْسٌ,رِجْسٌ,رجس
عَمَلِ,عَمَلِ,عمل
فَٱجْتَنِبُوهُ,فَٱجْتَنِبُوهُ,فاجتنبوه
يُوقِعَ,يُوقِعَ,يوقع
بَيْنَكُمُ,بَيْنَكُمُ,بينكم
وَيَصُدَّكُمْ,َيَصُدَّكُمْْ,ويصدكم
ذِكْرِ,ذِكْرِ,ذكر
وَعَنِ,َعَنِِ,وعن
فَهَلْ,فَهَلْ,فهل
مُّنتَهُونَ,مُّنتَهُونَ,منتهون
وَٱحْذَرُوا۟,َٱحْذَرُوا۟۟,واحذروا
رَسُولِنَا,رَسُولِنَا,رسولنا
ٱلْمُبِينُ,ٱلْمُبِينُ,المبين
طَعِمُوٓا۟,طَعِمُوٓا۟,طعموا
ٱتَّقَوا۟,ٱتَّقَوا۟,اتقوا
وَّءَامَنُوا۟,َّءَامَنُوا۟۟,وءامنوا
وَّأَحْسَنُوا۟,َّأَحْسَنُوا۟۟,واحسنوا
لَيَبْلُوَنَّكُمُ,لَيَبْلُوَنَّكُمُ,ليبلونكم
تَنَالُهُۥٓ,تَنَالُهُۥٓ,تناله
وَرِمَاحُكُمْ,َرِمَاحُكُمْْ,ورماحكم
لِيَعْلَمَ,لِيَعْلَمَ,ليعلم
يَخَافُهُۥ,يَخَافُهُۥ,يخافه
تَقْتُلُوا۟,تَقْتُلُوا۟,تقتلوا
ٱلصَّيْدَ,ٱلصَّيْدَ,الصيد
قَتَلَهُۥ,قَتَلَهُۥ,قتله
فَجَزَآءٌ,فَجَزَآءٌ,فجزاء
مِّثْلُ,مِّثْلُ,مثل
ٱلنَّعَمِ,ٱلنَّعَمِ,النعم
ذَوَا,ذَوَا,ذوا
عَدْلٍ,عَدْلٍ,عدل
هَدْيًۢا,هَدْيًۢا,هديا
بَٰلِغَ,بَٰلِغَ,بالغ
ٱلْكَعْبَةِ,ٱلْكَعْبَةِ,الكعبة
كَفَّٰرَةٌ,كَفَّٰرَةٌ,كفارة
عَدْلُ,عَدْلُ,عدل
صِيَامًا,صِيَامًا,صياما
لِّيَذُوقَ,لِّيَذُوقَ,ليذوق
وَبَالَ,َبَالََ,وبال
أَمْرِهِۦ,أَمْرِهِۦ,امره
فَيَنتَقِمُ,فَيَنتَقِمُ,فينتقم
صَيْدُ,صَيْدُ,صيد
وَطَعَامُهُۥ,َطَعَامُهُۥۥ,وطعامه
مَتَٰعًا,مَتَٰعًا,متاعا
وَلِلسَّيَّارَةِ,َلِلسَّيَّارَةِِ,وللسيارة
وَحُرِّمَ,َحُرِّمََ,وحرم
ٱلْبَرِّ,ٱلْبَرِّ,البر
دُمْتُمْ,دُمْتُمْ,دمتم
حُرُمًا,حُرُمًا,حرما
ٱلْكَعْبَةَ,ٱلْكَعْبَةَ,الكعبة
وَٱلشَّهْرَ,َٱلشَّهْرََ,والشهر
وَٱلْهَدْىَ,َٱلْهَدْىََ,والهدى
وَٱلْقَلَٰٓئِدَ,َٱلْقَلَٰٓئِدََ,والقلايد
لِتَعْلَمُوٓا۟,لِتَعْلَمُوٓا۟,لتعلموا
ٱعْلَمُوٓا۟,ٱعْلَمُوٓا۟,اعلموا
ٱلْخَبِيثُ,ٱلْخَبِيثُ,الخبيث
وَٱلطَّيِّبُ,َٱلطَّيِّبُُ,والطيب
أَعْجَبَكَ,أَعْجَبَكَ,اعجبك
كَثْرَةُ,كَثْرَةُ,كثرة
ٱلْخَبِيثِ,ٱلْخَبِيثِ,الخبيث
أَشْيَآءَ,أَشْيَآءَ,اشياء
تُبْدَ,تُبْدَ,تبد
تَسُؤْكُمْ,تَسُؤْكُمْ,تسوكم
حِينَ,حِينَ,حين
يُنَزَّلُ,يُنَزَّلُ,ينزل
سَأَلَهَا,سَأَلَهَا,سالها
أَصْبَحُوا۟,أَصْبَحُوا۟,اصبحوا
بَحِيرَةٍ,بَحِيرَةٍ,بحيرة
سَآئِبَةٍ,سَآئِبَةٍ,سايبة
وَصِيلَةٍ,َصِيلَةٍٍ,وصيلة
حَامٍ,حَامٍ,حام
وَأَكْثَرُهُمْ,َأَكْثَرُهُمْْ,واكثرهم
وَجَدْنَا,َجَدْنَاا,وجدنا
يَضُرُّكُم,يَضُرُّكُم,يضركم
ٱهْتَدَيْتُمْ,ٱهْتَدَيْتُمْ,اهتديتم
شَهَٰدَةُ,شَهَٰدَةُ,شهادة
بَيْنِكُمْ,بَيْنِكُمْ,بينكم
ٱلْوَصِيَّةِ,ٱلْوَصِيَّةِ,الوصية
ٱثْنَانِ,ٱثْنَانِ,اثنان
ءَاخَرَانِ,ءَاخَرَانِ,ءاخران
غَيْرِكُمْ,غَيْرِكُمْ,غيركم
فَأَصَٰبَتْكُم,فَأَصَٰبَتْكُم,فاصابتكم
مُّصِيبَةُ,مُّصِيبَةُ,مصيبة
تَحْبِسُونَهُمَا,تَحْبِسُونَهُمَا,تحبسونهما
فَيُقْسِمَانِ,فَيُقْسِمَانِ,فيقسمان
ٱرْتَبْتُمْ,ٱرْتَبْتُمْ,ارتبتم
نَشْتَرِى,نَشْتَرِى,نشترى
قُرْبَىٰ,قُرْبَىٰ,قربىا
نَكْتُمُ,نَكْتُمُ,نكتم
شَهَٰدَةَ,شَهَٰدَةَ,شهادة
ٱلْءَاثِمِينَ,ٱلْءَاثِمِينَ,الءاثمين
عُثِرَ,عُثِرَ,عثر
أَنَّهُمَا,أَنَّهُمَا,انهما
ٱسْتَحَقَّآ,ٱسْتَحَقَّآ,استحقا
فَـَٔاخَرَانِ,فَـَٔاخَرَانِ,فـاخران
يَقُومَانِ,يَقُومَانِ,يقومان
مَقَامَهُمَا,مَقَامَهُمَا,مقامهما
ٱسْتَحَقَّ,ٱسْتَحَقَّ,استحق
ٱلْأَوْلَيَٰنِ,ٱلْأَوْلَيَٰنِ,الاوليان
لَشَهَٰدَتُنَآ,لَشَهَٰدَتُنَآ,لشهادتنا
شَهَٰدَتِهِمَا,شَهَٰدَتِهِمَا,شهادتهما
ٱعْتَدَيْنَآ,ٱعْتَدَيْنَآ,اعتدينا
يَأْتُوا۟,يَأْتُوا۟,ياتوا
بِٱلشَّهَٰدَةِ,بِٱلشَّهَٰدَةِ,بالشهادة
وَجْهِهَآ,َجْهِهَآٓ,وجهها
يَخَافُوٓا۟,يَخَافُوٓا۟,يخافوا
تُرَدَّ,تُرَدَّ,ترد
أَيْمَٰنٌۢ,أَيْمَٰنٌۢ,ايمان
يَجْمَعُ,يَجْمَعُ,يجمع
ٱلرُّسُلَ,ٱلرُّسُلَ,الرسل
فَيَقُولُ,فَيَقُولُ,فيقول
أُجِبْتُمْ,أُجِبْتُمْ,اجبتم
عَلَّٰمُ,عَلَّٰمُ,علام
ٱلْغُيُوبِ,ٱلْغُيُوبِ,الغيوب
يَٰعِيسَى,يَٰعِيسَى,ياعيسى
ٱذْكُرْ,ٱذْكُرْ,اذكر
وَٰلِدَتِكَ,َٰلِدَتِكََ,والدتك
أَيَّدتُّكَ,أَيَّدتُّكَ,ايدتك
تُكَلِّمُ,تُكَلِّمُ,تكلم
عَلَّمْتُكَ,عَلَّمْتُكَ,علمتك
تَخْلُقُ,تَخْلُقُ,تخلق
بِإِذْنِى,بِإِذْنِى,باذنى
فَتَنفُخُ,فَتَنفُخُ,فتنفخ
فَتَكُونُ,فَتَكُونُ,فتكون
وَتُبْرِئُ,َتُبْرِئُُ,وتبري
تُخْرِجُ,تُخْرِجُ,تخرج
كَفَفْتُ,كَفَفْتُ,كففت
جِئْتَهُم,جِئْتَهُم,جيتهم
هَٰذَآ,هَٰذَآ,هاذا
سِحْرٌ,سِحْرٌ,سحر
أَوْحَيْتُ,أَوْحَيْتُ,اوحيت
ٱلْحَوَارِيِّۦنَ,ٱلْحَوَارِيِّۦنَ,الحوارين
وَبِرَسُولِى,َبِرَسُولِىى,وبرسولى
بِأَنَّنَا,بِأَنَّنَا,باننا
مَآئِدَةً,مَآئِدَةً,مايدة
نُرِيدُ,نُرِيدُ,نريد
نَّأْكُلَ,نَّأْكُلَ,ناكل
وَتَطْمَئِنَّ,َتَطْمَئِنََّ,وتطمين
وَنَعْلَمَ,َنَعْلَمََ,ونعلم
صَدَقْتَنَا,صَدَقْتَنَا,صدقتنا
وَنَكُونَ,َنَكُونََ,ونكون
أَنزِلْ,أَنزِلْ,انزل
تَكُونُ,تَكُونُ,تكون
عِيدًا,عِيدًا,عيدا
لِّأَوَّلِنَا,لِّأَوَّلِنَا,لاولنا
وَءَاخِرِنَا,َءَاخِرِنَاا,وءاخرنا
وَءَايَةً,َءَايَةًً,وءاية
مِّنكَ,مِّنكَ,منك
وَٱرْزُقْنَا,َٱرْزُقْنَاا,وارزقنا
وَأَنتَ,َأَنتََ,وانت
ٱلرَّٰزِقِينَ,ٱلرَّٰزِقِينَ,الرازقين
مُنَزِّلُهَا,مُنَزِّلُهَا,منزلها
فَإِنِّىٓ,فَإِنِّىٓ,فانى
أُعَذِّبُهُۥ,أُعَذِّبُهُۥ,اعذبه
أُعَذِّبُهُۥٓ,أُعَذِّبُهُۥٓ,اعذبه
ءَأَنتَ,ءَأَنتَ,ءانت
قُلْتَ,قُلْتَ,قلت
ٱتَّخِذُونِى,ٱتَّخِذُونِى,اتخذونى
وَأُمِّىَ,َأُمِّىََ,وامى
إِلَٰهَيْنِ,إِلَٰهَيْنِ,الاهين
لِىٓ,لِىٓ,لى
أَقُولَ,أَقُولَ,اقول
بِحَقٍّ,بِحَقٍّ,بحق
قُلْتُهُۥ,قُلْتُهُۥ,قلته
عَلِمْتَهُۥ,عَلِمْتَهُۥ,علمته
نَفْسِكَ,نَفْسِكَ,نفسك
قُلْتُ,قُلْتُ,قلت
أَمَرْتَنِى,أَمَرْتَنِى,امرتنى
وَكُنتُ,َكُنتُُ,وكنت
دُمْتُ,دُمْتُ,دمت
تَوَفَّيْتَنِى,تَوَفَّيْتَنِى,توفيتنى
ٱلرَّقِيبَ,ٱلرَّقِيبَ,الرقيب
تُعَذِّبْهُمْ,تُعَذِّبْهُمْ,تعذبهم
عِبَادُكَ,عِبَادُكَ,عبادك
تَغْفِرْ,تَغْفِرْ,تغفر
فَإِنَّكَ,فَإِنَّكَ,فانك
يَوْمُ,يَوْمُ,يوم
ٱلصَّٰدِقِينَ,ٱلصَّٰدِقِينَ,الصادقين
صِدْقُهُمْ,صِدْقُهُمْ,صدقهم
رَّضِىَ,رَّضِىَ,رضى
وَرَضُوا۟,َرَضُوا۟۟,ورضوا
قَدِيرٌۢ,قَدِيرٌۢ,قدير
وَٱلنُّورَ,َٱلنُّورََ,والنور
بِرَبِّهِمْ,بِرَبِّهِمْ,بربهم
يَعْدِلُونَ,يَعْدِلُونَ,يعدلون
طِينٍ,طِينٍ,طين
أَجَلًا,أَجَلًا,اجلا
وَأَجَلٌ,َأَجَلٌٌ,واجل
تَمْتَرُونَ,تَمْتَرُونَ,تمترون
سِرَّكُمْ,سِرَّكُمْ,سركم
وَجَهْرَكُمْ,َجَهْرَكُمْْ,وجهركم
تَكْسِبُونَ,تَكْسِبُونَ,تكسبون
تَأْتِيهِم,تَأْتِيهِم,تاتيهم
مُعْرِضِينَ,مُعْرِضِينَ,معرضين
لَمَّا,لَمَّا,لما
يَأْتِيهِمْ,يَأْتِيهِمْ,ياتيهم
أَنۢبَٰٓؤُا۟,أَنۢبَٰٓؤُا۟,انباوا
يَسْتَهْزِءُونَ,يَسْتَهْزِءُونَ,يستهزءون
يَرَوْا۟,يَرَوْا۟,يروا
أَهْلَكْنَا,أَهْلَكْنَا,اهلكنا
قَرْنٍ,قَرْنٍ,قرن
مَّكَّنَّٰهُمْ,مَّكَّنَّٰهُمْ,مكناهم
نُمَكِّن,نُمَكِّن,نمكن
وَأَرْسَلْنَا,َأَرْسَلْنَاا,وارسلنا
ٱلسَّمَآءَ,ٱلسَّمَآءَ,السماء
مِّدْرَارًا,مِّدْرَارًا,مدرارا
ٱلْأَنْهَٰرَ,ٱلْأَنْهَٰرَ,الانهار
تَحْتِهِمْ,تَحْتِهِمْ,تحتهم
فَأَهْلَكْنَٰهُم,فَأَهْلَكْنَٰهُم,فاهلكناهم
وَأَنشَأْنَا,َأَنشَأْنَاا,وانشانا
بَعْدِهِمْ,بَعْدِهِمْ,بعدهم
قَرْنًا,قَرْنًا,قرنا
قِرْطَاسٍ,قِرْطَاسٍ,قرطاس
فَلَمَسُوهُ,فَلَمَسُوهُ,فلمسوه
لَقَالَ,لَقَالَ,لقال
مَلَكٌ,مَلَكٌ,ملك
مَلَكًا,مَلَكًا,ملكا
لَّقُضِىَ,لَّقُضِىَ,لقضى
جَعَلْنَٰهُ,جَعَلْنَٰهُ,جعلناه
لَّجَعَلْنَٰهُ,لَّجَعَلْنَٰهُ,لجعلناه
رَجُلًا,رَجُلًا,رجلا
وَلَلَبَسْنَا,َلَلَبَسْنَاا,وللبسنا
يَلْبِسُونَ,يَلْبِسُونَ,يلبسون
ٱسْتُهْزِئَ,ٱسْتُهْزِئَ,استهزي
بِرُسُلٍ,بِرُسُلٍ,برسل
فَحَاقَ,فَحَاقَ,فحاق
سَخِرُوا۟,سَخِرُوا۟,سخروا
سِيرُوا۟,سِيرُوا۟,سيروا
ٱنظُرُوا۟,ٱنظُرُوا۟,انظروا
لِّمَن,لِّمَن,لمن
نَفْسِهِ,نَفْسِهِ,نفسه
ٱلرَّحْمَةَ,ٱلرَّحْمَةَ,الرحمة
خَسِرُوٓا۟,خَسِرُوٓا۟,خسروا
سَكَنَ,سَكَنَ,سكن
أَغَيْرَ,أَغَيْرَ,اغير
أَتَّخِذُ,أَتَّخِذُ,اتخذ
فَاطِرِ,فَاطِرِ,فاطر
يُطْعِمُ,يُطْعِمُ,يطعم
يُطْعَمُ,يُطْعَمُ,يطعم
أُمِرْتُ,أُمِرْتُ,امرت
عَصَيْتُ,عَصَيْتُ,عصيت
يُصْرَفْ,يُصْرَفْ,يصرف
رَحِمَهُۥ,رَحِمَهُۥ,رحمه
يَمْسَسْكَ,يَمْسَسْكَ,يمسسك
بِضُرٍّ,بِضُرٍّ,بضر
كَاشِفَ,كَاشِفَ,كاشف
ٱلْقَاهِرُ,ٱلْقَاهِرُ,القاهر
ٱلْخَبِيرُ,ٱلْخَبِيرُ,الخبير
أَىُّ,أَىُّ,اى
شَهِيدٌۢ,شَهِيدٌۢ,شهيد
بَيْنِى,بَيْنِى,بينى
وَأُوحِىَ,َأُوحِىََ,واوحى
لِأُنذِرَكُم,لِأُنذِرَكُم,لانذركم
وَمَنۢ,َمَنۢۢ,ومن
بَلَغَ,بَلَغَ,بلغ
أَئِنَّكُمْ,أَئِنَّكُمْ,اينكم
لَتَشْهَدُونَ,لَتَشْهَدُونَ,لتشهدون
ءَالِهَةً,ءَالِهَةً,ءالهة
أَشْهَدُ,أَشْهَدُ,اشهد
وَإِنَّنِى,َإِنَّنِىى,واننى
بَرِىٓءٌ,بَرِىٓءٌ,برىء
تُشْرِكُونَ,تُشْرِكُونَ,تشركون
أَبْنَآءَهُمُ,أَبْنَآءَهُمُ,ابناءهم
مِمَّنِ,مِمَّنِ,ممن
كَذِبًا,كَذِبًا,كذبا
كَذَّبَ,كَذَّبَ,كذب
بِـَٔايَٰتِهِۦٓ,بِـَٔايَٰتِهِۦٓ,بـاياته
يُفْلِحُ,يُفْلِحُ,يفلح
نَحْشُرُهُمْ,نَحْشُرُهُمْ,نحشرهم
نَقُولُ,نَقُولُ,نقول
شُرَكَآؤُكُمُ,شُرَكَآؤُكُمُ,شركاوكم
تَزْعُمُونَ,تَزْعُمُونَ,تزعمون
فِتْنَتُهُمْ,فِتْنَتُهُمْ,فتنتهم
وَٱللَّهِ,َٱللَّهِِ,والله
مُشْرِكِينَ,مُشْرِكِينَ,مشركين
كَذَبُوا۟,كَذَبُوا۟,كذبوا
وَضَلَّ,َضَلََّ,وضل
عَنْهُم,عَنْهُم,عنهم
يَسْتَمِعُ,يَسْتَمِعُ,يستمع
أَكِنَّةً,أَكِنَّةً,اكنة
يَفْقَهُوهُ,يَفْقَهُوهُ,يفقهوه
وَفِىٓ,َفِىٓٓ,وفى
ءَاذَانِهِمْ,ءَاذَانِهِمْ,ءاذانهم
وَقْرًا,َقْرًاا,وقرا
يُجَٰدِلُونَكَ,يُجَٰدِلُونَكَ,يجادلونك
أَسَٰطِيرُ,أَسَٰطِيرُ,اساطير
ٱلْأَوَّلِينَ,ٱلْأَوَّلِينَ,الاولين
يَنْهَوْنَ,يَنْهَوْنَ,ينهون
وَيَنْـَٔوْنَ,َيَنْـَٔوْنََ,وينـون
يُهْلِكُونَ,يُهْلِكُونَ,يهلكون
وُقِفُوا۟,ُقِفُوا۟۟,وقفوا
فَقَالُوا۟,فَقَالُوا۟,فقالوا
يَٰلَيْتَنَا,يَٰلَيْتَنَا,ياليتنا
نُرَدُّ,نُرَدُّ,نرد
نُكَذِّبَ,نُكَذِّبَ,نكذب
بَدَا,بَدَا,بدا
رُدُّوا۟,رُدُّوا۟,ردوا
لَعَادُوا۟,لَعَادُوا۟,لعادوا
وَإِنَّهُمْ,َإِنَّهُمْْ,وانهم
لَكَٰذِبُونَ,لَكَٰذِبُونَ,لكاذبون
وَقَالُوٓا۟,َقَالُوٓا۟۟,وقالوا
حَيَاتُنَا,حَيَاتُنَا,حياتنا
بِمَبْعُوثِينَ,بِمَبْعُوثِينَ,بمبعوثين
أَلَيْسَ,أَلَيْسَ,اليس
وَرَبِّنَا,َرَبِّنَاا,وربنا
بِلِقَآءِ,بِلِقَآءِ,بلقاء
ٱلسَّاعَةُ,ٱلسَّاعَةُ,الساعة
بَغْتَةً,بَغْتَةً,بغتة
يَٰحَسْرَتَنَا,يَٰحَسْرَتَنَا,ياحسرتنا
فَرَّطْنَا,فَرَّطْنَا,فرطنا
يَحْمِلُونَ,يَحْمِلُونَ,يحملون
أَوْزَارَهُمْ,أَوْزَارَهُمْ,اوزارهم
أَلَا,أَلَا,الا
يَزِرُونَ,يَزِرُونَ,يزرون
لَعِبٌ,لَعِبٌ,لعب
وَلَهْوٌ,َلَهْوٌٌ,ولهو
وَلَلدَّارُ,َلَلدَّارُُ,وللدار
لَيَحْزُنُكَ,لَيَحْزُنُكَ,ليحزنك
يُكَذِّبُونَكَ,يُكَذِّبُونَكَ,يكذبونك
يَجْحَدُونَ,يَجْحَدُونَ,يجحدون
كُذِّبَتْ,كُذِّبَتْ,كذبت
فَصَبَرُوا۟,فَصَبَرُوا۟,فصبروا
كُذِّبُوا۟,كُذِّبُوا۟,كذبوا
أَتَىٰهُمْ,أَتَىٰهُمْ,اتىاهم
نَصْرُنَا,نَصْرُنَا,نصرنا
مُبَدِّلَ,مُبَدِّلَ,مبدل
لِكَلِمَٰتِ,لِكَلِمَٰتِ,لكلمات
نَّبَإِى۟,نَّبَإِى۟,نباى
كَبُرَ,كَبُرَ,كبر
إِعْرَاضُهُمْ,إِعْرَاضُهُمْ,اعراضهم
ٱسْتَطَعْتَ,ٱسْتَطَعْتَ,استطعت
تَبْتَغِىَ,تَبْتَغِىَ,تبتغى
نَفَقًا,نَفَقًا,نفقا
سُلَّمًا,سُلَّمًا,سلما
فَتَأْتِيَهُم,فَتَأْتِيَهُم,فتاتيهم
لَجَمَعَهُمْ,لَجَمَعَهُمْ,لجمعهم
يَسْتَجِيبُ,يَسْتَجِيبُ,يستجيب
وَٱلْمَوْتَىٰ,َٱلْمَوْتَىٰٰ,والموتىا
يَبْعَثُهُمُ,يَبْعَثُهُمُ,يبعثهم
نُزِّلَ,نُزِّلَ,نزل
قَادِرٌ,قَادِرٌ,قادر
أَكْثَرَهُمْ,أَكْثَرَهُمْ,اكثرهم
طَٰٓئِرٍ,طَٰٓئِرٍ,طاير
يَطِيرُ,يَطِيرُ,يطير
بِجَنَاحَيْهِ,بِجَنَاحَيْهِ,بجناحيه
أُمَمٌ,أُمَمٌ,امم
أَمْثَالُكُم,أَمْثَالُكُم,امثالكم
يُحْشَرُونَ,يُحْشَرُونَ,يحشرون
صُمٌّ,صُمٌّ,صم
وَبُكْمٌ,َبُكْمٌٌ,وبكم
يَشَإِ,يَشَإِ,يشا
يُضْلِلْهُ,يُضْلِلْهُ,يضلله
يَجْعَلْهُ,يَجْعَلْهُ,يجعله
أَرَءَيْتَكُمْ,أَرَءَيْتَكُمْ,ارءيتكم
أَتَىٰكُمْ,أَتَىٰكُمْ,اتىاكم
عَذَابُ,عَذَابُ,عذاب
أَتَتْكُمُ,أَتَتْكُمُ,اتتكم
تَدْعُونَ,تَدْعُونَ,تدعون
فَيَكْشِفُ,فَيَكْشِفُ,فيكشف
أَرْسَلْنَآ,أَرْسَلْنَآ,ارسلنا
أُمَمٍ,أُمَمٍ,امم
فَأَخَذْنَٰهُم,فَأَخَذْنَٰهُم,فاخذناهم
بِٱلْبَأْسَآءِ,بِٱلْبَأْسَآءِ,بالباساء
يَتَضَرَّعُونَ,يَتَضَرَّعُونَ,يتضرعون
فَلَوْلَآ,فَلَوْلَآ,فلولا
بَأْسُنَا,بَأْسُنَا,باسنا
تَضَرَّعُوا۟,تَضَرَّعُوا۟,تضرعوا
وَزَيَّنَ,َزَيَّنََ,وزين
نَسُوا۟,نَسُوا۟,نسوا
فَتَحْنَا,فَتَحْنَا,فتحنا
أَبْوَٰبَ,أَبْوَٰبَ,ابواب
فَرِحُوا۟,فَرِحُوا۟,فرحوا
أُوتُوٓا۟,أُوتُوٓا۟,اوتوا
أَخَذْنَٰهُم,أَخَذْنَٰهُم,اخذناهم
مُّبْلِسُونَ,مُّبْلِسُونَ,مبلسون
فَقُطِعَ,فَقُطِعَ,فقطع
دَابِرُ,دَابِرُ,دابر
وَٱلْحَمْدُ,َٱلْحَمْدُُ,والحمد
أَرَءَيْتُمْ,أَرَءَيْتُمْ,ارءيتم
سَمْعَكُمْ,سَمْعَكُمْ,سمعكم
وَأَبْصَٰرَكُمْ,َأَبْصَٰرَكُمْْ,وابصاركم
وَخَتَمَ,َخَتَمََ,وختم
قُلُوبِكُم,قُلُوبِكُم,قلوبكم
يَأْتِيكُم,يَأْتِيكُم,ياتيكم
نُصَرِّفُ,نُصَرِّفُ,نصرف
يَصْدِفُونَ,يَصْدِفُونَ,يصدفون
يُهْلَكُ,يُهْلَكُ,يهلك
ٱلْقَوْمُ,ٱلْقَوْمُ,القوم
نُرْسِلُ,نُرْسِلُ,نرسل
يَمَسُّهُمُ,يَمَسُّهُمُ,يمسهم
أَقُولُ,أَقُولُ,اقول
عِندِى,عِندِى,عندى
خَزَآئِنُ,خَزَآئِنُ,خزاين
ٱلْغَيْبَ,ٱلْغَيْبَ,الغيب
أَتَّبِعُ,أَتَّبِعُ,اتبع
يُوحَىٰٓ,يُوحَىٰٓ,يوحىا
ٱلْأَعْمَىٰ,ٱلْأَعْمَىٰ,الاعمىا
وَٱلْبَصِيرُ,َٱلْبَصِيرُُ,والبصير
وَأَنذِرْ,َأَنذِرْْ,وانذر
يُحْشَرُوٓا۟,يُحْشَرُوٓا۟,يحشروا
دُونِهِۦ,دُونِهِۦ,دونه
وَلِىٌّ,َلِىٌٌّ,ولى
شَفِيعٌ,شَفِيعٌ,شفيع
لَّعَلَّهُمْ,لَّعَلَّهُمْ,لعلهم
تَطْرُدِ,تَطْرُدِ,تطرد
رَبَّهُم,رَبَّهُم,ربهم
بِٱلْغَدَوٰةِ,بِٱلْغَدَوٰةِ,بالغدواة
وَٱلْعَشِىِّ,َٱلْعَشِىِِّ,والعشى
حِسَابِهِم,حِسَابِهِم,حسابهم
حِسَابِكَ,حِسَابِكَ,حسابك
فَتَطْرُدَهُمْ,فَتَطْرُدَهُمْ,فتطردهم
فَتَنَّا,فَتَنَّا,فتنا
لِّيَقُولُوٓا۟,لِّيَقُولُوٓا۟,ليقولوا
بَيْنِنَآ,بَيْنِنَآ,بيننا
بِأَعْلَمَ,بِأَعْلَمَ,باعلم
بِٱلشَّٰكِرِينَ,بِٱلشَّٰكِرِينَ,بالشاكرين
سَلَٰمٌ,سَلَٰمٌ,سلام
رَبُّكُمْ,رَبُّكُمْ,ربكم
عَمِلَ,عَمِلَ,عمل
سُوٓءًۢا,سُوٓءًۢا,سوءا
فَأَنَّهُۥ,فَأَنَّهُۥ,فانه
نُفَصِّلُ,نُفَصِّلُ,نفصل
وَلِتَسْتَبِينَ,َلِتَسْتَبِينََ,ولتستبين
سَبِيلُ,سَبِيلُ,سبيل
ٱلْمُجْرِمِينَ,ٱلْمُجْرِمِينَ,المجرمين
نُهِيتُ,نُهِيتُ,نهيت
أَعْبُدَ,أَعْبُدَ,اعبد
أَهْوَآءَكُمْ,أَهْوَآءَكُمْ,اهواءكم
ضَلَلْتُ,ضَلَلْتُ,ضللت
ٱلْمُهْتَدِينَ,ٱلْمُهْتَدِينَ,المهتدين
رَّبِّى,رَّبِّى,ربى
وَكَذَّبْتُم,َكَذَّبْتُمم,وكذبتم
تَسْتَعْجِلُونَ,تَسْتَعْجِلُونَ,تستعجلون
ٱلْحُكْمُ,ٱلْحُكْمُ,الحكم
يَقُصُّ,يَقُصُّ,يقص
ٱلْفَٰصِلِينَ,ٱلْفَٰصِلِينَ,الفاصلين
لَقُضِىَ,لَقُضِىَ,لقضى
وَعِندَهُۥ,َعِندَهُۥۥ,وعنده
مَفَاتِحُ,مَفَاتِحُ,مفاتح
يَعْلَمُهَآ,يَعْلَمُهَآ,يعلمها
وَٱلْبَحْرِ,َٱلْبَحْرِِ,والبحر
تَسْقُطُ,تَسْقُطُ,تسقط
وَرَقَةٍ,َرَقَةٍٍ,ورقة
يَعْلَمُهَا,يَعْلَمُهَا,يعلمها
ظُلُمَٰتِ,ظُلُمَٰتِ,ظلمات
رَطْبٍ,رَطْبٍ,رطب
يَابِسٍ,يَابِسٍ,يابس
يَتَوَفَّىٰكُم,يَتَوَفَّىٰكُم,يتوفىاكم
جَرَحْتُم,جَرَحْتُم,جرحتم
بِٱلنَّهَارِ,بِٱلنَّهَارِ,بالنهار
يَبْعَثُكُمْ,يَبْعَثُكُمْ,يبعثكم
لِيُقْضَىٰٓ,لِيُقْضَىٰٓ,ليقضىا
أَجَلٌ,أَجَلٌ,اجل
يُنَبِّئُكُم,يُنَبِّئُكُم,ينبيكم
وَيُرْسِلُ,َيُرْسِلُُ,ويرسل
حَفَظَةً,حَفَظَةً,حفظة
تَوَفَّتْهُ,تَوَفَّتْهُ,توفته
يُفَرِّطُونَ,يُفَرِّطُونَ,يفرطون
مَوْلَىٰهُمُ,مَوْلَىٰهُمُ,مولىاهم
أَسْرَعُ,أَسْرَعُ,اسرع
ٱلْحَٰسِبِينَ,ٱلْحَٰسِبِينَ,الحاسبين
يُنَجِّيكُم,يُنَجِّيكُم,ينجيكم
تَدْعُونَهُۥ,تَدْعُونَهُۥ,تدعونه
تَضَرُّعًا,تَضَرُّعًا,تضرعا
وَخُفْيَةً,َخُفْيَةًً,وخفية
لَّئِنْ,لَّئِنْ,لين
أَنجَىٰنَا,أَنجَىٰنَا,انجىانا
لَنَكُونَنَّ,لَنَكُونَنَّ,لنكونن
