word,root
مُّسْلِمًا,سلم,مسلما
أَوْلَى,اولى,اولى
بِإِبْرَٰهِيمَ,بابراهيم,بابراهيم
لَلَّذِينَ,ذين,للذين
ٱتَّبَعُوهُ,تبع,اتبعوه
وَهَٰذَا,هذذ,وهاذا
ٱلنَّبِىُّ,النبى,النبى
وَدَّت,ودد,ودت
طَّآئِفَةٌ,طايفة,طايفة
يُضِلُّونَكُمْ,ضلل,يضلونكم
يُضِلُّونَ,ضلل,يضلون
تَلْبِسُونَ,لبس,تلبسون
وَتَكْتُمُونَ,كمي,وتكتمون
وَقَالَت,قلت,وقالت
بِٱلَّذِىٓ,بالذى,بالذى
وَجْهَ,وجه,وجه
وَٱكْفُرُوٓا۟,كفر,واكفروا
ءَاخِرَهُۥ,ءاخره,ءاخره
تُؤْمِنُوٓا۟,ومن,تومنوا
دِينَكُمْ,دين,دينكم
يُؤْتَىٰٓ,يوتىا,يوتىا
أَحَدٌ,حدي,احد
أُوتِيتُمْ,اوتيتم,اوتيتم
يُحَآجُّوكُمْ,حجج,يحاجوكم
بِيَدِ,بيد,بيد
يُؤْتِيهِ,يوتيه,يوتيه
تَأْمَنْهُ,تامنه,تامنه
بِقِنطَارٍ,قنطر,بقنطار
يُؤَدِّهِۦٓ,يود,يوده
بِدِينَارٍ,بدينار,بدينار
دُمْتَ,دوم,دمت
قَآئِمًا,قايما,قايما
ٱلْأُمِّيِّۦنَ,الامين,الامين
سَبِيلٌ,سبل,سبيل
وَيَقُولُونَ,قول,ويقولون
ٱلْكَذِبَ,كذب,الكذب
أَوْفَىٰ,اوفىا,اوفىا
بِعَهْدِهِۦ,عهد,بعهده
وَٱتَّقَىٰ,واتقىا,واتقىا
يَشْتَرُونَ,شتر,يشترون
بِعَهْدِ,عهد,بعهد
وَأَيْمَٰنِهِمْ,وايمانهم,وايمانهم
خَلَٰقَ,خلق,خلاق
يَنظُرُ,نظر,ينظر
إِلَيْهِمْ,يهم,اليهم
لَفَرِيقًا,فرق,لفريقا
يَلْوُۥنَ,لوو,يلون
أَلْسِنَتَهُم,السنتهم,السنتهم
بِٱلْكِتَٰبِ,كتب,بالكتاب
لِتَحْسَبُوهُ,حسب,لتحسبوه
لِبَشَرٍ,بشر,لبشر
يُؤْتِيَهُ,يوتيه,يوتيه
وَٱلْحُكْمَ,حكم,والحكم
وَٱلنُّبُوَّةَ,نبو,والنبوة
عِبَادًا,عبد,عبادا
لِّى,لى,لى
رَبَّٰنِيِّۦنَ,ربن,ربانين
تُعَلِّمُونَ,علم,تعلمون
وَبِمَا,وبما,وبما
تَدْرُسُونَ,درس,تدرسون
يَأْمُرَكُمْ,يامركم,يامركم
تَتَّخِذُوا۟,تخذ,تتخذوا
ٱلْمَلَٰٓئِكَةَ,ملك,الملايكة
أَيَأْمُرُكُم,ايامركم,ايامركم
بِٱلْكُفْرِ,كفر,بالكفر
أَنتُم,نمي,انتم
أَخَذَ,خذو,اخذ
لَمَآ,لمم,لما
ءَاتَيْتُكُم,ءاتيتكم,ءاتيتكم
كِتَٰبٍ,كتب,كتاب
وَحِكْمَةٍ,حكم,وحكمة
مُّصَدِّقٌ,مصدق,مصدق
لَتُؤْمِنُنَّ,ومن,لتومنن
وَلَتَنصُرُنَّهُۥ,نصر,ولتنصرنه
ءَأَقْرَرْتُمْ,ءاقررتم,ءاقررتم
وَأَخَذْتُمْ,واخذتم,واخذتم
إِصْرِى,اصرى,اصرى
أَقْرَرْنَا,قرر,اقررنا
فَٱشْهَدُوا۟,شهد,فاشهدوا
وَأَنَا۠,وانا,وانا
مَعَكُم,معع,معكم
أَفَغَيْرَ,افغير,افغير
دِينِ,دين,دين
يَبْغُونَ,بغغ,يبغون
وَلَهُۥٓ,وله,وله
طَوْعًا,طوع,طوعا
وَكَرْهًا,وكر,وكرها
يُرْجَعُونَ,رجع,يرجعون
عَلَىٰٓ,علىا,علىا
وَٱلنَّبِيُّونَ,والنبيون,والنبيون
يَبْتَغِ,بغي,يبتغ
ٱلْإِسْلَٰمِ,الاسلام,الاسلام
دِينًا,دين,دينا
يُقْبَلَ,قبل,يقبل
قَوْمًا,قوم,قوما
إِيمَٰنِهِمْ,ايمانهم,ايمانهم
وَشَهِدُوٓا۟,شهد,وشهدوا
حَقٌّ,حقق,حق
وَجَآءَهُمُ,وجء,وجاءهم
جَزَآؤُهُمْ,جزاوهم,جزاوهم
لَعْنَةَ,لعن,لعنة
ٱزْدَادُوا۟,زيد,ازدادوا
كُفْرًا,كفر,كفرا
لَّن,لين,لن
تُقْبَلَ,قبل,تقبل
تَوْبَتُهُمْ,توب,توبتهم
ٱلضَّآلُّونَ,ضلل,الضالون
أَحَدِهِم,حدي,احدهم
مِّلْءُ,ملء,ملء
ذَهَبًا,ذهب,ذهبا
وَلَوِ,ولو,ولو
ٱفْتَدَىٰ,افتدىا,افتدىا
تَنَالُوا۟,نيل,تنالوا
ٱلطَّعَامِ,طعم,الطعام
حِلًّا,حلل,حلا
لِّبَنِىٓ,لبنى,لبنى
إِسْرَٰٓءِيلُ,اسراءيل,اسراءيل
نَفْسِهِۦ,نفس,نفسه
تُنَزَّلَ,نزل,تنزل
بِٱلتَّوْرَىٰةِ,بالتورىاة,بالتورىاة
فَٱتْلُوهَآ,فتل,فاتلوها
ٱفْتَرَىٰ,افترىا,افترىا
صَدَقَ,صدق,صدق
فَٱتَّبِعُوا۟,تبع,فاتبعوا
بَيْتٍ,بيت,بيت
وُضِعَ,وضع,وضع
لَلَّذِى,لذي,للذى
بِبَكَّةَ,بكك,ببكة
مُبَارَكًا,برك,مباركا
لِّلْعَٰلَمِينَ,علم,للعالمين
ءَايَٰتٌۢ,ءايات,ءايات
بَيِّنَٰتٌ,بين,بينات
مَّقَامُ,قوم,مقام
دَخَلَهُۥ,دخل,دخله
حِجُّ,حجج,حج
ٱسْتَطَاعَ,طوع,استطاع
سَبِيلًا,سبل,سبيلا
تَصُدُّونَ,صدي,تصدون
تَبْغُونَهَا,بغي,تبغونها
عِوَجًا,عوجا,عوجا
شُهَدَآءُ,شهد,شهداء
تُطِيعُوا۟,طيع,تطيعوا
يَرُدُّوكُم,ردي,يردوكم
كَٰفِرِينَ,كفر,كافرين
وَكَيْفَ,وكف,وكيف
تُتْلَىٰ,تلي,تتلىا
وَفِيكُمْ,وفي,وفيكم
رَسُولُهُۥ,رسل,رسوله
يَعْتَصِم,عصم,يعتصم
هُدِىَ,هدى,هدى
تُقَاتِهِۦ,تقاته,تقاته
وَٱعْتَصِمُوا۟,عصم,واعتصموا
بِحَبْلِ,حبل,بحبل
تَفَرَّقُوا۟,فرق,تفرقوا
أَعْدَآءً,اعداء,اعداء
فَأَلَّفَ,لفو,فالف
قُلُوبِكُمْ,قلب,قلوبكم
فَأَصْبَحْتُم,فاصبحتم,فاصبحتم
بِنِعْمَتِهِۦٓ,نعم,بنعمته
إِخْوَٰنًا,اخوانا,اخوانا
شَفَا,شفو,شفا
حُفْرَةٍ,حفر,حفرة
فَأَنقَذَكُم,نقذ,فانقذكم
مِّنْهَا,منن,منها
وَلْتَكُن,ولت,ولتكن
ٱلْخَيْرِ,خير,الخير
وَيَأْمُرُونَ,ويامرون,ويامرون
وَيَنْهَوْنَ,هوي,وينهون
ٱلْمُنكَرِ,نكر,المنكر
كَٱلَّذِينَ,ذين,كالذين
وَٱخْتَلَفُوا۟,خلف,واختلفوا
تَبْيَضُّ,بيض,تبيض
وُجُوهٌ,جوي,وجوه
وَتَسْوَدُّ,سود,وتسود
ٱسْوَدَّتْ,سود,اسودت
وُجُوهُهُمْ,وجه,وجوههم
أَكَفَرْتُم,اكفرتم,اكفرتم
فَذُوقُوا۟,ذوق,فذوقوا
ٱبْيَضَّتْ,بيض,ابيضت
فَفِى,ففى,ففى
رَحْمَةِ,رحم,رحمة
ظُلْمًا,ظلم,ظلما
أُمَّةٍ,امة,امة
أُخْرِجَتْ,خرج,اخرجت
تَأْمُرُونَ,تمر,تامرون
وَتَنْهَوْنَ,هوي,وتنهون
وَتُؤْمِنُونَ,وتومنون,وتومنون
أَهْلُ,اهل,اهل
لَكَانَ,لكن,لكان
مِّنْهُمُ,منن,منهم
وَأَكْثَرُهُمُ,كثر,واكثرهم
يَضُرُّوكُمْ,ضرو,يضروكم
يُوَلُّوكُمُ,ولي,يولوكم
ٱلْأَدْبَارَ,الادبار,الادبار
ضُرِبَتْ,ضرب,ضربت
ثُقِفُوٓا۟,ثقف,ثقفوا
بِحَبْلٍ,حبل,بحبل
وَحَبْلٍ,حبل,وحبل
ٱلْمَسْكَنَةُ,سكن,المسكنة
ٱلْأَنۢبِيَآءَ,الانبياء,الانبياء
لَيْسُوا۟,ليسوا,ليسوا
سَوَآءً,سوء,سواء
قَآئِمَةٌ,قايمة,قايمة
ءَانَآءَ,ءاناء,ءاناء
يَسْجُدُونَ,سجد,يسجدون
وَيُسَٰرِعُونَ,سرع,ويسارعون
يَفْعَلُوا۟,فعل,يفعلوا
يُكْفَرُوهُ,كفر,يكفروه
بِٱلْمُتَّقِينَ,قين,بالمتقين
مَثَلُ,مثل,مثل
رِيحٍ,روح,ريح
صِرٌّ,صرر,صر
أَصَابَتْ,اصابت,اصابت
حَرْثَ,حرث,حرث
قَوْمٍ,قوم,قوم
فَأَهْلَكَتْهُ,فاهلكته,فاهلكته
ظَلَمَهُمُ,ظلم,ظلمهم
وَلَٰكِنْ,لكن,ولاكن
بِطَانَةً,بطن,بطانة
دُونِكُمْ,دون,دونكم
يَأْلُونَكُمْ,يلل,يالونكم
خَبَالًا,خبل,خبالا
وَدُّوا۟,ودد,ودوا
عَنِتُّمْ,عون,عنتم
بَدَتِ,بيد,بدت
ٱلْبَغْضَآءُ,البغضاء,البغضاء
أَفْوَٰهِهِمْ,افواههم,افواههم
تُخْفِى,خفي,تخفى
صُدُورُهُمْ,صدر,صدورهم
أُو۟لَآءِ,اولاء,اولاء
تُحِبُّونَهُمْ,حبب,تحبونهم
يُحِبُّونَكُمْ,حبب,يحبونكم
كُلِّهِۦ,كلل,كله
لَقُوكُمْ,لقو,لقوكم
عَضُّوا۟,عضو,عضوا
ٱلْأَنَامِلَ,الانامل,الانامل
ٱلْغَيْظِ,غيظ,الغيظ
بِغَيْظِكُمْ,غيظ,بغيظكم
بِذَاتِ,بذذ,بذات
ٱلصُّدُورِ,صدر,الصدور
تَمْسَسْكُمْ,تمسسكم,تمسسكم
حَسَنَةٌ,حسن,حسنة
تَسُؤْهُمْ,سهم,تسوهم
تُصِبْكُمْ,صبب,تصبكم
سَيِّئَةٌ,سيية,سيية
يَفْرَحُوا۟,فرح,يفرحوا
تَصْبِرُوا۟,صبر,تصبروا
يَضُرُّكُمْ,ضرر,يضركم
كَيْدُهُمْ,كيد,كيدهم
مُحِيطٌ,حوط,محيط
غَدَوْتَ,غدو,غدوت
أَهْلِكَ,هلك,اهلك
تُبَوِّئُ,بوي,تبوي
مَقَٰعِدَ,قعد,مقاعد
لِلْقِتَالِ,قتل,للقتال
هَمَّت,همت,همت
طَّآئِفَتَانِ,طايفتان,طايفتان
تَفْشَلَا,فشل,تفشلا
وَلِيُّهُمَا,ولي,وليهما
فَلْيَتَوَكَّلِ,وكل,فليتوكل
نَصَرَكُمُ,نصر,نصركم
بِبَدْرٍ,بدر,ببدر
أَذِلَّةٌ,اذلة,اذلة
تَقُولُ,قول,تقول
أَلَن,الن,الن
يَكْفِيَكُمْ,كفي,يكفيكم
يُمِدَّكُمْ,مدد,يمدكم
رَبُّكُم,ربب,ربكم
بِثَلَٰثَةِ,ثلث,بثلاثة
ءَالَٰفٍ,ءالاف,ءالاف
مُنزَلِينَ,نزل,منزلين
بَلَىٰٓ,بلىا,بلىا
وَيَأْتُوكُم,وياتوكم,وياتوكم
فَوْرِهِمْ,فور,فورهم
يُمْدِدْكُمْ,مدد,يمددكم
بِخَمْسَةِ,خمس,بخمسة
مُسَوِّمِينَ,سوم,مسومين
جَعَلَهُ,جعل,جعله
بُشْرَىٰ,بشرىا,بشرىا
وَلِتَطْمَئِنَّ,طمي,ولتطمين
ٱلنَّصْرُ,نصر,النصر
ٱلْعَزِيزِ,العزيز,العزيز
لِيَقْطَعَ,قطع,ليقطع
طَرَفًا,طرف,طرفا
يَكْبِتَهُمْ,كبت,يكبتهم
فَيَنقَلِبُوا۟,قلب,فينقلبوا
خَآئِبِينَ,خايبين,خايبين
ٱلْأَمْرِ,الامر,الامر
يَتُوبَ,توب,يتوب
يُعَذِّبَهُمْ,عذب,يعذبهم
فَإِنَّهُمْ,فنن,فانهم
يَغْفِرُ,غفر,يغفر
تَأْكُلُوا۟,تاكلوا,تاكلوا
أَضْعَٰفًا,اضعافا,اضعافا
مُّضَٰعَفَةً,ضعف,مضاعفة
وَأَطِيعُوا۟,واطيعوا,واطيعوا
تُرْحَمُونَ,رحم,ترحمون
وَسَارِعُوٓا۟,سرع,وسارعوا
مَغْفِرَةٍ,غفر,مغفرة
وَجَنَّةٍ,وجن,وجنة
عَرْضُهَا,عرض,عرضها
ٱلسَّمَٰوَٰتُ,سمو,السماوات
وَٱلْأَرْضُ,والارض,والارض
لِلْمُتَّقِينَ,قين,للمتقين
ٱلسَّرَّآءِ,سرو,السراء
وَٱلْكَٰظِمِينَ,كظم,والكاظمين
ٱلْغَيْظَ,غيظ,الغيظ
وَٱلْعَافِينَ,عفف,والعافين
فَعَلُوا۟,علو,فعلوا
فَٰحِشَةً,فحش,فاحشة
ذَكَرُوا۟,ذكر,ذكروا
فَٱسْتَغْفَرُوا۟,غفر,فاستغفروا
لِذُنُوبِهِمْ,ذنب,لذنوبهم
ٱلذُّنُوبَ,ذنب,الذنوب
يُصِرُّوا۟,صرو,يصروا
جَزَآؤُهُم,جزاوهم,جزاوهم
مَّغْفِرَةٌ,غفر,مغفرة
وَجَنَّٰتٌ,وجن,وجنات
وَنِعْمَ,نعم,ونعم
أَجْرُ,جري,اجر
ٱلْعَٰمِلِينَ,عمل,العاملين
سُنَنٌ,سنن,سنن
فَسِيرُوا۟,سير,فسيروا
فَٱنظُرُوا۟,نظر,فانظروا
عَٰقِبَةُ,عقب,عاقبة
ٱلْمُكَذِّبِينَ,كذب,المكذبين
بَيَانٌ,بين,بيان
وَمَوْعِظَةٌ,وعظ,وموعظة
تَهِنُوا۟,تهن,تهنوا
تَحْزَنُوا۟,حزن,تحزنوا
وَأَنتُمُ,نمي,وانتم
ٱلْأَعْلَوْنَ,الاعلون,الاعلون
يَمْسَسْكُمْ,يمسسكم,يمسسكم
قَرْحٌ,قرح,قرح
مَسَّ,مسس,مس
مِّثْلُهُۥ,مثل,مثله
ٱلْأَيَّامُ,الايام,الايام
نُدَاوِلُهَا,دول,نداولها
وَلِيَعْلَمَ,علم,وليعلم
وَيَتَّخِذَ,تخذ,ويتخذ
وَلِيُمَحِّصَ,محص,وليمحص
وَيَمْحَقَ,محق,ويمحق
يَعْلَمِ,علم,يعلم
جَٰهَدُوا۟,جهد,جاهدوا
وَيَعْلَمَ,علم,ويعلم
تَمَنَّوْنَ,منن,تمنون
تَلْقَوْهُ,لقو,تلقوه
رَأَيْتُمُوهُ,رايتموه,رايتموه
مُحَمَّدٌ,محمد,محمد
قَبْلِهِ,قبل,قبله
أَفَإِي۟ن,افاين,افاين
مَّاتَ,متت,مات
قُتِلَ,قتل,قتل
ٱنقَلَبْتُمْ,قلب,انقلبتم
أَعْقَٰبِكُمْ,اعقابكم,اعقابكم
يَنقَلِبْ,قلب,ينقلب
يَضُرَّ,ضرر,يضر
وَسَيَجْزِى,جزي,وسيجزى
ٱلشَّٰكِرِينَ,شكر,الشاكرين
لِنَفْسٍ,نفس,لنفس
تَمُوتَ,موت,تموت
كِتَٰبًا,كتب,كتابا
مُّؤَجَّلًا,وجل,موجلا
يُرِدْ,ردد,يرد
ثَوَابَ,ثوب,ثواب
نُؤْتِهِۦ,نوت,نوته
وَسَنَجْزِى,جزي,وسنجزى
وَكَأَيِّن,وكاين,وكاين
نَّبِىٍّ,نبى,نبى
قَٰتَلَ,قتل,قاتل
رِبِّيُّونَ,ربب,ربيون
وَهَنُوا۟,وهن,وهنوا
لِمَآ,لمم,لما
أَصَابَهُمْ,اصابهم,اصابهم
ضَعُفُوا۟,ضعف,ضعفوا
ٱسْتَكَانُوا۟,كين,استكانوا
قَوْلَهُمْ,قول,قولهم
ٱغْفِرْ,غفر,اغفر
وَإِسْرَافَنَا,واسرافنا,واسرافنا
أَمْرِنَا,مرن,امرنا
فَـَٔاتَىٰهُمُ,فـاتىاهم,فـاتىاهم
وَحُسْنَ,حسن,وحسن
ثَوَابِ,ثوب,ثواب
فَتَنقَلِبُوا۟,قلب,فتنقلبوا
خَٰسِرِينَ,خسر,خاسرين
بَلِ,بلل,بل
مَوْلَىٰكُمْ,مولىاكم,مولىاكم
ٱلنَّٰصِرِينَ,نصر,الناصرين
سَنُلْقِى,لقي,سنلقى
قُلُوبِ,قلب,قلوب
ٱلرُّعْبَ,رعب,الرعب
يُنَزِّلْ,نزل,ينزل
سُلْطَٰنًا,سلطن,سلطانا
وَمَأْوَىٰهُمُ,وماوىاهم,وماوىاهم
مَثْوَى,ثوي,مثوى
صَدَقَكُمُ,صدق,صدقكم
وَعْدَهُۥٓ,وعد,وعده
تَحُسُّونَهُم,حسي,تحسونهم
حَتَّىٰٓ,حتىا,حتىا
فَشِلْتُمْ,فشل,فشلتم
وَتَنَٰزَعْتُمْ,نزع,وتنازعتم
وَعَصَيْتُم,عصو,وعصيتم
أَرَىٰكُم,ارىاكم,ارىاكم
وَمِنكُم,منن,ومنكم
ٱلْءَاخِرَةَ,الءاخرة,الءاخرة
صَرَفَكُمْ,صرف,صرفكم
لِيَبْتَلِيَكُمْ,بلو,ليبتليكم
عَفَا,عفا,عفا
تُصْعِدُونَ,صعد,تصعدون
تَلْوُۥنَ,لون,تلون
وَٱلرَّسُولُ,رسل,والرسول
يَدْعُوكُمْ,يدع,يدعوكم
أُخْرَىٰكُمْ,اخرىاكم,اخرىاكم
فَأَثَٰبَكُمْ,فاثابكم,فاثابكم
غَمًّۢا,غمم,غما
بِغَمٍّ,غمم,بغم
لِّكَيْلَا,كيل,لكيلا
فَاتَكُمْ,فتت,فاتكم
أَصَٰبَكُمْ,اصابكم,اصابكم
خَبِيرٌۢ,خبر,خبير
ٱلْغَمِّ,غمم,الغم
أَمَنَةً,امنة,امنة
نُّعَاسًا,نعس,نعاسا
يَغْشَىٰ,يغشىا,يغشىا
طَآئِفَةً,طايفة,طايفة
وَطَآئِفَةٌ,وطايفة,وطايفة
أَهَمَّتْهُمْ,اهمتهم,اهمتهم
أَنفُسُهُمْ,نفس,انفسهم
ظَنَّ,ظنن,ظن
ٱلْجَٰهِلِيَّةِ,جهل,الجاهلية
هَل,هلل,هل
ٱلْأَمْرَ,الامر,الامر
كُلَّهُۥ,كلل,كله
يُخْفُونَ,خفي,يخفون
يُبْدُونَ,بدي,يبدون
قُتِلْنَا,قتل,قتلنا
هَٰهُنَا,هاهنا,هاهنا
لَبَرَزَ,برز,لبرز
ٱلْقَتْلُ,قتل,القتل
مَضَاجِعِهِمْ,ضجع,مضاجعهم
وَلِيَبْتَلِىَ,بلو,وليبتلى
ٱلْتَقَى,لقي,التقى
ٱلْجَمْعَانِ,جمع,الجمعان
ٱسْتَزَلَّهُمُ,زلل,استزلهم
لِإِخْوَٰنِهِمْ,لاخوانهم,لاخوانهم
ضَرَبُوا۟,ضرب,ضربوا
غُزًّى,غزو,غزى
عِندَنَا,عند,عندنا
مَاتُوا۟,متت,ماتوا
قُتِلُوا۟,قتل,قتلوا
لِيَجْعَلَ,جعل,ليجعل
حَسْرَةً,حسر,حسرة
وَلَئِن,لين,ولين
قُتِلْتُمْ,قتل,قتلتم
مُتُّمْ,تمم,متم
لَمَغْفِرَةٌ,غفر,لمغفرة
يَجْمَعُونَ,جمع,يجمعون
مُّتُّمْ,تمم,متم
لَإِلَى,لالى,لالى
فَبِمَا,فبما,فبما
رَحْمَةٍ,رحم,رحمة
لِنتَ,نتت,لنت
فَظًّا,فظظ,فظا
غَلِيظَ,غلظ,غليظ
ٱلْقَلْبِ,قلب,القلب
لَٱنفَضُّوا۟,فضض,لانفضوا
حَوْلِكَ,حول,حولك
فَٱعْفُ,عفو,فاعف
وَٱسْتَغْفِرْ,غفر,واستغفر
وَشَاوِرْهُمْ,شور,وشاورهم
عَزَمْتَ,عزم,عزمت
فَتَوَكَّلْ,وكل,فتوكل
ٱلْمُتَوَكِّلِينَ,وكل,المتوكلين
يَنصُرْكُمُ,نصر,ينصركم
غَالِبَ,غالب,غالب
يَخْذُلْكُمْ,خذل,يخذلكم
يَنصُرُكُم,نصر,ينصركم
يَغُلَّ,غلل,يغل
يَغْلُلْ,غلل,يغلل
غَلَّ,غلل,غل
أَفَمَنِ,افمن,افمن
ٱتَّبَعَ,تبع,اتبع
رِضْوَٰنَ,رضوان,رضوان
كَمَنۢ,منن,كمن
بَآءَ,بوء,باء
بِسَخَطٍ,سخط,بسخط
وَمَأْوَىٰهُ,وماوىاه,وماوىاه
دَرَجَٰتٌ,درج,درجات
لَقَدْ,قدد,لقد
مَنَّ,منن,من
ضَلَٰلٍ,ضلل,ضلال
مُّبِينٍ,مبين,مبين
أَوَلَمَّآ,اولما,اولما
أَصَٰبَتْكُم,اصابتكم,اصابتكم
أَصَبْتُم,اصبتم,اصبتم
مِّثْلَيْهَا,مثل,مثليها
فَبِإِذْنِ,بذو,فباذن
نَافَقُوا۟,نفق,نافقوا
وَقِيلَ,قول,وقيل
قَٰتِلُوا۟,قتل,قاتلوا
ٱدْفَعُوا۟,دفع,ادفعوا
نَعْلَمُ,علم,نعلم
قِتَالًا,قتل,قتالا
لَّٱتَّبَعْنَٰكُمْ,لاتبعناكم,لاتبعناكم
لِلْكُفْرِ,كفر,للكفر
يَوْمَئِذٍ,يوميذ,يوميذ
لِلْإِيمَٰنِ,للايمان,للايمان
بِأَفْوَٰهِهِم,بافواههم,بافواههم
وَقَعَدُوا۟,قعد,وقعدوا
أَطَاعُونَا,اطاعونا,اطاعونا
فَٱدْرَءُوا۟,فادرءوا,فادرءوا
أَنفُسِكُمُ,نفس,انفسكم
تَحْسَبَنَّ,حسب,تحسبن
أَمْوَٰتًۢا,امواتا,امواتا
يُرْزَقُونَ,رزق,يرزقون
فَرِحِينَ,فرح,فرحين
ءَاتَىٰهُمُ,ءاتىاهم,ءاتىاهم
وَيَسْتَبْشِرُونَ,بشر,ويستبشرون
بِٱلَّذِينَ,ذين,بالذين
يَلْحَقُوا۟,لحق,يلحقوا
بِهِم,همم,بهم
خَلْفِهِمْ,خلف,خلفهم
يَسْتَبْشِرُونَ,بشر,يستبشرون
بِنِعْمَةٍ,نعم,بنعمة
وَفَضْلٍ,فضل,وفضل
يُضِيعُ,ضيع,يضيع
أَجْرَ,جري,اجر
ٱسْتَجَابُوا۟,جوب,استجابوا
وَٱلرَّسُولِ,رسل,والرسول
أَصَابَهُمُ,اصابهم,اصابهم
ٱلْقَرْحُ,قرح,القرح
أَحْسَنُوا۟,حسن,احسنوا
أَجْرٌ,جري,اجر
جَمَعُوا۟,جمع,جمعوا
فَٱخْشَوْهُمْ,فخش,فاخشوهم
فَزَادَهُمْ,زود,فزادهم
إِيمَٰنًا,ايمانا,ايمانا
حَسْبُنَا,حسب,حسبنا
ٱلْوَكِيلُ,وكل,الوكيل
فَٱنقَلَبُوا۟,قلب,فانقلبوا
يَمْسَسْهُمْ,يمسسهم,يمسسهم
سُوٓءٌ,سوء,سوء
عَظِيمٍ,عظيم,عظيم
ذَٰلِكُمُ,ذلل,ذالكم
يُخَوِّفُ,خوف,يخوف
أَوْلِيَآءَهُۥ,اولياءه,اولياءه
تَخَافُوهُمْ,خوف,تخافوهم
وَخَافُونِ,وخف,وخافون
يَحْزُنكَ,حزن,يحزنك
يُسَٰرِعُونَ,سرع,يسارعون
ٱلْكُفْرِ,كفر,الكفر
يَضُرُّوا۟,ضرو,يضروا
يَجْعَلَ,جعل,يجعل
حَظًّا,حظظ,حظا
يَحْسَبَنَّ,حسب,يحسبن
أَنَّمَا,انما,انما
نُمْلِى,ملو,نملى
لِّأَنفُسِهِمْ,نفس,لانفسهم
لِيَزْدَادُوٓا۟,ليزدادوا,ليزدادوا
لِيَذَرَ,ذرر,ليذر
يَمِيزَ,ميز,يميز
ٱلطَّيِّبِ,طيب,الطيب
لِيُطْلِعَكُمْ,طلع,ليطلعكم
يَجْتَبِى,جبي,يجتبى
فَـَٔامِنُوا۟,منو,فـامنوا
تُؤْمِنُوا۟,ومن,تومنوا
يَبْخَلُونَ,بخل,يبخلون
سَيُطَوَّقُونَ,طوق,سيطوقون
بَخِلُوا۟,بخل,بخلوا
مِيرَٰثُ,ورث,ميراث
لَّقَدْ,قدد,لقد
سَمِعَ,سمع,سمع
قَوْلَ,قول,قول
فَقِيرٌ,فقر,فقير
أَغْنِيَآءُ,اغنياء,اغنياء
سَنَكْتُبُ,كتب,سنكتب
وَقَتْلَهُمُ,قتل,وقتلهم
وَنَقُولُ,قول,ونقول
ذُوقُوا۟,ذوق,ذوقوا
ٱلْحَرِيقِ,حرق,الحريق
أَيْدِيكُمْ,ايديكم,ايديكم
بِظَلَّامٍ,ظلم,بظلام
لِّلْعَبِيدِ,عبد,للعبيد
عَهِدَ,عهد,عهد
إِلَيْنَآ,الينا,الينا
نُؤْمِنَ,نوم,نومن
لِرَسُولٍ,رسل,لرسول
يَأْتِيَنَا,ياتينا,ياتينا
بِقُرْبَانٍ,قرب,بقربان
تَأْكُلُهُ,تاكله,تاكله
رُسُلٌ,رسل,رسل
قَبْلِى,قبلى,قبلى
وَبِٱلَّذِى,وبالذى,وبالذى
قَتَلْتُمُوهُمْ,قتل,قتلتموهم
كَذَّبُوكَ,كذب,كذبوك
كُذِّبَ,كذب,كذب
جَآءُو,جاءو,جاءو
وَٱلزُّبُرِ,زبر,والزبر
ٱلْمُنِيرِ,نير,المنير
ذَآئِقَةُ,ذايقة,ذايقة
وَإِنَّمَا,ونم,وانما
تُوَفَّوْنَ,وفي,توفون
أُجُورَكُمْ,اجوركم,اجوركم
زُحْزِحَ,زحزح,زحزح
وَأُدْخِلَ,دخل,وادخل
فَازَ,فزز,فاز
ٱلدُّنْيَآ,الدنيا,الدنيا
ٱلْغُرُورِ,غرر,الغرور
لَتُبْلَوُنَّ,بلي,لتبلون
وَأَنفُسِكُمْ,نفس,وانفسكم
وَلَتَسْمَعُنَّ,سمع,ولتسمعن
أَشْرَكُوٓا۟,شرك,اشركوا
عَزْمِ,عزم,عزم
ٱلْأُمُورِ,الامور,الامور
لَتُبَيِّنُنَّهُۥ,بين,لتبيننه
تَكْتُمُونَهُۥ,كتم,تكتمونه
فَنَبَذُوهُ,نبذ,فنبذوه
وَٱشْتَرَوْا۟,شري,واشتروا
فَبِئْسَ,بيس,فبيس
يَفْرَحُونَ,فرح,يفرحون
أَتَوا۟,اتوا,اتوا
وَّيُحِبُّونَ,حبي,ويحبون
يُحْمَدُوا۟,حمد,يحمدوا
تَحْسَبَنَّهُم,حسب,تحسبنهم
بِمَفَازَةٍ,فوز,بمفازة
يَذْكُرُونَ,ذكر,يذكرون
قِيَٰمًا,قياما,قياما
وَقُعُودًا,قعد,وقعودا
جُنُوبِهِمْ,جنب,جنوبهم
وَيَتَفَكَّرُونَ,فكر,ويتفكرون
خَلَقْتَ,خلق,خلقت
بَٰطِلًا,بطل,باطلا
فَقِنَا,فقنا,فقنا
تُدْخِلِ,دخل,تدخل
أَخْزَيْتَهُۥ,اخزيته,اخزيته
رَّبَّنَآ,ربب,ربنا
إِنَّنَا,اننا,اننا
مُنَادِيًا,ندو,مناديا
يُنَادِى,ندو,ينادى
بِرَبِّكُمْ,ربب,بربكم
