word,root
هاانتم,هان
حاججتم,حجج
يهوديا,يهد
نصرانيا,نصر
مسلما,مسل
اولى,ولى
بابراهيم,بابراهيم
اتبعوه,بعو
وهاذا,وهذ
النبى,نبى
ودت,ودت
طايفة,طيف
يضلونكم,ضلو
يضلون,يضل
تلبسون,لبس
وتكتمون,كتم
واكفروا,كفر
ءاخره,ءخر
تومنوا,توم
يوتىا,وىا
اوتيتم,اوت
يحاجوكم,حجو
بيد,بيد
يوتيه,ويه
تامنه,تمن
بقنطار,قنطار
يوده,يود
بدينار,دينار
دمت,دمت
الامين,امن
ويقولون,يقل
الكذب,كذب
اوفىا,وفى
بعهده,عهد
واتقىا,تقى
يشترون,شتر
بعهد,عهد
وايمانهم,ويم
ينظر,نظر
اليهم,يهم
لفريقا,فرق
يلون,يلن
السنتهم,سنت
بالكتاب,كتب
لتحسبوه,حسبو
لبشر,بشر
والحكم,حكم
والنبوة,نبة
عبادا,عبد
ربانين,ربن
وبما,وبم
تدرسون,درس
ايامركم,يمر
بالكفر,كفر
اخذ,اخذ
ءاتيتكم,ءتي
وحكمة,حكم
لتومنن,لتم
ولتنصرنه,ولتنصرنه
ءاقررتم,ءاقرر
واخذتم,وخذ
اصرى,صرى
اقررنا,قرر
فاشهدوا,شهد
افغير,فغر
دين,دين
يبغون,يبغ
طوعا,طوع
وكرها,وكر
والنبيون,نبي
يبتغ,بتغ
دينا,دين
قوما,قوم
ايمانهم,يمن
وشهدوا,شهد
وجاءهم,وجء
جزاوهم,جزو
ازدادوا,زدد
كفرا,كفر
توبتهم,توب
الضالون,ضال
ملء,ملء
ذهبا,ذهب
افتدىا,فدى
تنالوا,تنل
الطعام,طعم
حلا,حلا
لبنى,بنى
تنزل,نزل
بالتورىاة,ورى
فاتلوها,تلو
افترىا,فرى
صدق,صدق
فاتبعوا,تبع
بيت,بيت
وضع,وضع
للذى,لذى
ببكة,ببك
مباركا,برك
للعالمين,علم
دخله,دخل
استطاع,طاع
سبيلا,سبل
تصدون,تصد
تبغونها,بغو
عوجا,عوج
تطيعوا,تطع
كافرين,كفر
وكيف,وكف
تتلىا,تلى
وفيكم,وفي
رسوله,رسل
يعتصم,عصم
تقاته,قته
واعتصموا,عصم
بحبل,حبل
تفرقوا,فرق
اعداء,عدء
فالف,فلف
فاصبحتم,صبح
بنعمته,نعم
اخوانا,اخا
شفا,شفا
حفرة,حفر
فانقذكم,نقذ
ولتكن,ولت
ويامرون,يمر
وينهون,وين
المنكر,نكر
كالذين,ذين
واختلفوا,خلف
تبيض,تبض
وجوه,وجه
وتسود,تسد
اسودت,اسد
وجوههم,وجه
اكفرتم,كفر
فذوقوا,فذق
ابيضت,ابض
ففى,ففى
ظلما,ظلم
اخرجت,خرج
تامرون,تمر
وتنهون,وتن
وتومنون,وتم
لكان,لكن
واكثرهم,كثر
يضروكم,ضرو
يولوكم,ولو
الادبار,دبر
ضربت,ضرب
ثقفوا,ثقف
وحبل,حبل
المسكنة,سكن
الانبياء,بيء
ليسوا,ليس
قايمة,قيم
ءاناء,ءاناء
يسجدون,سجد
ويسارعون,سرع
يفعلوا,فعل
يكفروه,كفرو
بالمتقين,متق
ريح,ريح
صر,صر
اصابت,صبت
قوم,قوم
فاهلكته,فهل
ظلمهم,ظلم
بطانة,بطن
دونكم,دون
يالونكم,يلن
خبالا,خبل
ودوا,ودا
عنتم,عنتم
بدت,بدت
البغضاء,غضء
افواههم,فوه
تخفى,خفى
صدورهم,صدر
اولاء,ولء
تحبونهم,حبو
يحبونكم,حبو
كله,كله
لقوكم,لقو
عضوا,عضا
الانامل,نمل
الغيظ,غيظ
بغيظكم,بغظ
بذات,بذت
الصدور,صدر
تمسسكم,مسس
تسوهم,تسو
تصبكم,تصب
يفرحوا,فرح
تصبروا,صبر
يضركم,يضر
كيدهم,كيد
غدوت,غدت
اهلك,اهل
تبوي,تبي
مقاعد,قعد
للقتال,قتل
همت,همت
طايفتان,طيف
تفشلا,فشل
وليهما,وله
فليتوكل,وكل
نصركم,نصر
ببدر,بدر
اذلة,اذل
تقول,تقل
الن,الن
يكفيكم,يكف
يمدكم,يمد
بثلاثة,ثلث
ءالاف,ءالاف
منزلين,نزل
وياتوكم,يتو
فورهم,فور
يمددكم,مدد
بخمسة,خمس
مسومين,سوم
جعله,جعل
بشرىا,شرى
ولتطمين,تطم
النصر,نصر
ليقطع,قطع
طرفا,طرف
يكبتهم,يكب
فينقلبوا,قلب
خايبين,خيب
يتوب,يتب
يعذبهم,عذب
فانهم,فان
يغفر,غفر
مضاعفة,ضعف
واطيعوا,اطع
ترحمون,رحم
وسارعوا,سرع
وجنة,وجن
عرضها,عرض
السراء,سرء
والكاظمين,كظم
والعافين,عاف
فعلوا,فعل
فاحشة,فحش
ذكروا,ذكر
فاستغفروا,غفر
لذنوبهم,ذنب
الذنوب,ذنب
يصروا,يصر
وجنات,وجن
ونعم,نعم
اجر,اجر
العاملين,عمل
سنن,سنن
فسيروا,فسر
فانظروا,نظر
عاقبة,عقب
المكذبين,كذب
بيان,بين
تهنوا,تهن
تحزنوا,تحز
الاعلون,اعل
يمسسكم,مسس
قرح,قرح
مس,مس
الايام,ايم
نداولها,دول
وليعلم,علم
ويتخذ,تخذ
وليمحص,محص
ويمحق,محق
جاهدوا,جهد
تمنون,تمن
تلقوه,لقو
رايتموه,رايتمو
محمد,حمد
افاين,افا
مات,مات
قتل,قتل
انقلبتم,قلب
اعقابكم,عقب
يضر,يضر
وسيجزى,جزى
الشاكرين,شكر
لنفس,نفس
تموت,تمت
كتابا,كتب
موجلا,وجل
يرد,يرد
ثواب,ثوب
نوته,نوت
وسنجزى,جزى
وكاين,وكا
نبى,نبى
قاتل,قتل
ربيون,ربي
وهنوا,وهن
اصابهم,اصب
ضعفوا,ضعف
استكانوا,كان
اغفر,غفر
واسرافنا,سرف
امرنا,امر
فـاتىاهم,ـتى
وحسن,وحس
فتنقلبوا,قلب
خاسرين,خسر
مولىاكم,ولى
الناصرين,نصر
سنلقى,لقى
قلوب,قلب
الرعب,رعب
سلطانا,سلط
وماوىاهم,اوى
مثوى,ثوى
صدقكم,صدق
وعده,وعد
تحسونهم,حسو
فشلتم,فشل
وتنازعتم,نزع
وعصيتم,وعص
ارىاكم,ارى
ومنكم,ومن
صرفكم,صرف
ليبتليكم,بتل
عفا,عفا
تصعدون,صعد
تلون,تلن
يدعوكم,دعو
اخرىاكم,خرى
فاثابكم,اثب
غما,غما
بغم,بغم
لكيلا,لكل
فاتكم,فات
اصابكم,اصب
الغم,لغم
امنة,امن
نعاسا,نعس
يغشىا,غشى
وطايفة,طيف
اهمتهم,اهم
ظن,ظن
الجاهلية,جهل
يخفون,يخف
يبدون,يبد
قتلنا,قتل
هاهنا,هاه
لبرز,برز
مضاجعهم,ضجع
وليبتلى,بلى
التقى,تقى
الجمعان,جمع
استزلهم,سزل
لاخوانهم,لخا
ضربوا,ضرب
غزى,غزى
عندنا,عند
ماتوا,مات
قتلوا,قتل
ليجعل,جعل
حسرة,حسر
متم,متم
لمغفرة,غفر
يجمعون,جمع
لالى,للى
فبما,فبم
لنت,لنت
فظا,فظا
غليظ,غلظ
القلب,قلب
لانفضوا,نفض
حولك,حول
فاعف,فعف
واستغفر,غفر
وشاورهم,شور
عزمت,عزم
فتوكل,وكل
المتوكلين,توكل
ينصركم,نصر
غالب,غلب
يخذلكم,خذل
يغل,يغل
يغلل,غلل
غل,غل
افمن,افم
اتبع,تبع
رضوان,رضو
كمن,كمن
باء,باء
بسخط,سخط
وماوىاه,اوى
لقد,لقد
ضلال,ضلل
اولما,اول
اصابتكم,صبت
اصبتم,اصب
مثليها,ثلي
فباذن,فبذ
نافقوا,نفق
وقيل,وقل
قاتلوا,قتل
ادفعوا,دفع
نعلم,علم
قتالا,قتل
لاتبعناكم,تبع
للكفر,كفر
يوميذ,ومذ
للايمان,ايم
بافواههم,بفا
وقعدوا,قعد
اطاعونا,طعو
فادرءوا,درء
تحسبن,حسب
يرزقون,رزق
فرحين,فرح
ءاتىاهم,ءتى
ويستبشرون,بشر
بالذين,ذين
يلحقوا,لحق
يستبشرون,بشر
بنعمة,نعم
وفضل,فضل
يضيع,يضع
استجابوا,جاب
القرح,قرح
احسنوا,احس
جمعوا,جمع
فاخشوهم,خشو
ايمانا,ايم
حسبنا,حسب
الوكيل,وكل
فانقلبوا,قلب
يمسسهم,مسس
يخوف,يخف
اولياءه,ليء
تخافوهم,خفو
وخافون,وخف
يحزنك,يحز
يسارعون,سرع
يضروا,يضر
يجعل,جعل
حظا,حظا
يحسبن,حسب
نملى,ملى
لانفسهم,نفس
ليزدادوا,زدد
ليذر,يذر
يميز,يمز
الطيب,طيب
ليطلعكم,طلع
يجتبى,جبى
فـامنوا,فـم
يبخلون,بخل
سيطوقون,يطق
بخلوا,بخل
ميراث,يرث
سمع,سمع
فقير,فقر
سنكتب,كتب
وقتلهم,قتل
ونقول,نقل
ذوقوا,ذوق
الحريق,حرق
ايديكم,ايد
بظلام,ظلم
للعبيد,عبد
لرسول,رسل
ياتينا,يتي
بقربان,قرب
تاكله,تكل
رسل,رسل
قبلى,قبلى
وبالذى,لذى
قتلتموهم,قتلتمو
كذبوك,كذبو
كذب,كذب
جاءو,جءو
والزبر,زبر
المنير,نير
ذايقة,ذيق
وانما,وان
توفون,توف
اجوركم,اجر
زحزح,زحزح
وادخل,دخل
فاز,فاز
الغرور,غرر
لتبلون,تبل
ولتسمعن,سمع
عزم,عزم
لتبيننه,لتب
تكتمونه,كمو
فنبذوه,بذو
واشتروا,شتر
فبيس,فبس
يفرحون,فرح
اتوا,اتا
ويحبون,يحب
يحمدوا,حمد
تحسبنهم,حسب
بمفازة,فاز
يذكرون,ذكر
قياما,قيا
وقعودا,قعد
جنوبهم,جنب
ويتفكرون,فكر
خلقت,خلق
باطلا,بطل
فقنا,فقن
تدخل,دخل
اخزيته,اخز
مناديا,ناد
ينادى,ندى
بربكم,برب
فـامنا,فـم
سيـاتنا,سيـ
وتوفنا,وتف
الابرار,برر
وءاتنا,وءت
وعدتنا,وعد
رسلك,رسل
تخزنا,تخز
تخلف,خلف
فاستجاب,جاب
اضيع,اضع
عمل,عمل
عامل,عمل
ذكر,ذكر
فالذين,فلذ
واخرجوا,خرج
واوذوا,ووذ
سبيلى,يلى
وقتلوا,قتل
لاكفرن,كفر
سيـاتهم,سيـ
ولادخلنهم,دخل
ثوابا,ثبا
الثواب,ثوب
يغرنك,يغر
البلاد,بلد
قليل,قلل
ماوىاهم,اوى
لاكن,لكن
نزلا,نزل
للابرار,برر
خاشعين,خشع
اصبروا,صبر
وصابروا,صبر
ورابطوا,ربط
وخلق,خلق
زوجها,زوج
رجالا,رجل
ونساء,نسء
تساءلون,سءل
والارحام,رحم
رقيبا,رقب
تتبدلوا,بدل
بالطيب,طيب
حوبا,حوب
تقسطوا,قسط
فانكحوا,نكح
طاب,طاب
مثنىا,ثنى
وثلاث,ثلث
ورباع,ربع
تعدلوا,عدل
فواحدة,فحد
ملكت,لكت
تعولوا,تعل
صدقاتهن,صدق
نحلة,نحل
طبن,طبن
فكلوه,كلو
هنيـا,هنـ
مريـا,ريـ
توتوا,توت
وارزقوهم,رزقو
واكسوهم,كسو
وابتلوا,بتل
بلغوا,بلغ
ءانستم,ءنس
رشدا,رشد
فادفعوا,دفع
تاكلوها,كلو
اسرافا,سرف
وبدارا,بدر
يكبروا,كبر
غنيا,غنا
فليستعفف,فليستعفف
فقيرا,فقر
فلياكل,يكل
دفعتم,دفع
وكفىا,كفى
حسيبا,حسب
للرجال,رجل
الوالدان,ولد
والاقربون,قرب
وللنساء,نسء
كثر,كثر
مفروضا,فرض
القسمة,قسم
فارزقوهم,رزقو
وليخش,يخش
تركوا,ترك
ضعافا,ضعف
خافوا,خاف
فليتقوا,يتق
وليقولوا,يقل
سديدا,سدد
وسيصلون,يصل
سعيرا,سعر
يوصيكم,يوص
للذكر,ذكر
حظ,حظ
الانثيين,انث
اثنتين,اثن
فلهن,فله
ثلثا,ثلث
فلها,فله
النصف,نصف
ولابويه,لبو
لكل,لكل
السدس,سدس
وورثه,ورث
ابواه,بوه
فلامه,فلم
الثلث,ثلث
اخوة,اخة
يوصى,وصى
ءاباوكم,ءاباو
وابناوكم,بنو
تدرون,تدر
نفعا,نفع
عليما,علي
حكيما,حكي
نصف,نصف
ازواجكم,زوج
الربع,ربع
تركن,ترك
يوصين,يوص
تركتم,ترك
الثمن,ثمن
توصون,توص
رجل,رجل
يورث,ورث
كلالة,كلل
امراة,مرا
اخ,اخ
اخت,اخت
فلكل,لكل
شركاء,شركاء
يوصىا,وصى
مضار,ضار
يطع,يطع
يدخله,دخل
وذالك,وذل
الفوز,فوز
يعص,يعص
ويتعد,تعد
حدوده,حدد
خالدا,خلد
والاتى,اتى
ياتين,يات
الفاحشة,فحش
فاستشهدوا,شهد
شهدوا,شهد
يتوفىاهن,وفى
والذان,ذان
ياتيانها,ايا
فـاذوهما,ـذو
تابا,تبا
واصلحا,صلح
فاعرضوا,عرض
عنهما,عنه
توابا,وبا
رحيما,رحي
التوبة,توب
السوء,سوء
بجهالة,جهل
يتوبون,يتب
وليست,ولس
السيـات,سيـ
تبت,تبت
يموتون,يمت
اعتدنا,عتد
اليما,يما
ترثوا,ترث
كرها,كره
لتذهبوا,ذهب
بفاحشة,فحش
مبينة,بين
وعاشروهن,عاشرو
كرهتموهن,كرهتمو
فعسىا,عسى
ويجعل,جعل
استبدال,بدل
زوج,زوج
مكان,كان
وءاتيتم,وءت
احدىاهن,حدى
قنطارا,قنطار
اتاخذونه,اتاخذونه
بهتانا,بهت
واثما,واث
مبينا,مبي
تاخذونه,خذو
افضىا,فضى
واخذن,وخذ
ميثاقا,يثق
غليظا,غلظ
نكح,نكح
ومقتا,ومق
وساء,وسء
حرمت,حرم
امهاتكم,مهت
وبناتكم,وبن
واخواتكم,وخا
وعماتكم,وعم
وخالاتكم,وخل
وبنات,وبن
الاخ,الخ
الاخت,اخت
وامهاتكم,ومه
الاتى,اتى
ارضعنكم,رضع
وامهات,ومه
وربايبكم,ربيب
حجوركم,حجر
دخلتم,دخل
بهن,بهن
وحلايل,حليل
ابنايكم,بني
اصلابكم,صلب
تجمعوا,جمع
الاختين,اخت
غفورا,غفر
والمحصنات,حصن
باموالكم,مول
محصنين,حصن
مسافحين,سفح
استمتعتم,متع
فـاتوهن,ـتو
اجورهن,اجر
تراضيتم,رضي
الفريضة,فرض
يستطع,سطع
طولا,طول
ينكح,نكح
المحصنات,حصن
المومنات,ومن
فتياتكم,فتا
بايمانكم,بيم
فانكحوهن,كحو
اهلهن,اهل
وءاتوهن,ءتو
محصنات,حصن
مسافحات,سفح
متخذات,تخذ
اخدان,اخد
احصن,احص
اتين,اتن
فعليهن,فعل
خشى,خشى
العنت,عنت
ليبين,ليب
ويهديكم,يهد
ويتوب,يتب
ويريد,يرد
تميلوا,تمل
ميلا,يلا
عظيما,عظي
الانسان,انس
تقتلوا,قتل
عدوانا,عدا
وظلما,وظل
فسوف,فسف
نصليه,نصل
يسيرا,يسر
تجتنبوا,جنب
كباير,كبير
تنهون,تنه
عنه,عنه
نكفر,كفر
وندخلكم,دخل
مدخلا,دخل
كريما,كري
تتمنوا,تتم
اكتسبوا,كسب
اكتسبن,كسب
وسـلوا,سـل
موالى,ولى
عقدت,عقد
فـاتوهم,ـتو
نصيبهم,نصب
الرجال,رجل
قوامون,قوم
فالصالحات,صلح
قانتات,قنت
حافظات,حفظ
للغيب,غيب
حفظ,حفظ
تخافون,تخف
نشوزهن,نشز
فعظوهن,عظو
واهجروهن,هجرو
المضاجع,ضجع
واضربوهن,ضربو
اطعنكم,اطع
تبغوا,تبغ
عليا,علا
بينهما,بين
فابعثوا,بعث
حكما,حكم
وحكما,وحك
اهلها,اهل
يريدا,يرد
يوفق,وفق
خبيرا,خبر
واعبدوا,عبد
تشركوا,تشر
وبذى,بذى
والجار,جار
ذى,ذى
الجنب,جنب
والصاحب,صحب
بالجنب,جنب
مختالا,ختل
فخورا,فخر
بالبخل,بخل
ويكتمون,كتم
واعتدنا,عتد
مهينا,مهي
باليوم,يوم
قرينا,قري
فساء,فسء
وماذا,ومذ
رزقهم,رزق
يظلم,ظلم
مثقال,ثقل
ذرة,ذرة
تك,تك
يضاعفها,ضعف
ويوت,ويت
لدنه,لدن
اجرا,اجر
جينا,جين
بشهيد,شهد
وجينا,وجي
وعصوا,وعص
تسوىا,تسى
حديثا,حدث
تقربوا,قرب
سكارىا,كرى
تعلموا,علم
جنبا,جنب
عابرى,عابرى
تغتسلوا,غسل
مرضىا,رضى
جاء,جاء
الغايط,غيط
لامستم,لمس
فتيمموا,يمم
صعيدا,صعد
فامسحوا,مسح
بوجوهكم,وجو
وايديكم,ويد
عفوا,عفا
ويريدون,يرد
تضلوا,تضل
باعدايكم,بعد
وليا,ولا
نصيرا,نصر
يحرفون,حرف
الكلم,كلم
مواضعه,وضع
واسمع,سمع
مسمع,سمع
وراعنا,ورع
ليا,ليا
بالسنتهم,سنت
وطعنا,وطع
وانظرنا,نظر
نطمس,طمس
وجوها,وجو
فنردها,نرد
ادبارها,دبر
نلعنهم,نلع
لعنا,لعن
مفعولا,فعل
يشرك,يشر
يزكون,يزك
يزكى,زكى
فتيلا,فتل
انظر,نظر
بالجبت,جبت
والطاغوت,طغت
اهدىا,هدى
يلعن,يلع
يوتون,يوت
نقيرا,نقر
يحسدون,حسد
وءاتيناهم,وءت
صد,صد
بجهنم,جهنم
سوف,سوف
نصليهم,نصل
نضجت,نضج
جلودهم,جلد
بدلناهم,بدل
جلودا,جلد
غيرها,غير
ليذوقوا,يذق
عزيزا,عزز
سندخلهم,دخل
وندخلهم,دخل
ظلا,ظلا
ظليلا,ظلل
تودوا,تود
الامانات,امن
حكمتم,حكم
تحكموا,حكم
نعما,نعم
سميعا,سمع
بصيرا,بصر
واولى,ولى
تنازعتم,نزع
فردوه,ردو
تومنون,توم
واحسن,وحس
تاويلا,اول
يزعمون,زعم
يريدون,يرد
يتحاكموا,حكم
امروا,امر
يضلهم,يضل
ضلالا,ضلل
رايت,ريت
المنافقين,نفق
يصدون,يصد
صدودا,صدد
جاءوك,جءك
يحلفون,حلف
اردنا,ارد
وتوفيقا,وفق
فاعرض,عرض
وعظهم,وعظ
بليغا,بلغ
ليطاع,يطع
لوجدوا,وجد
وربك,ورب
يحكموك,حكمو
شجر,شجر
يجدوا,يجد
حرجا,حرج
قضيت,قضت
ويسلموا,سلم
تسليما,تسل
كتبنا,كتب
اقتلوا,قتل
اخرجوا,خرج
فعلوه,علو
يوعظون,وعظ
واشد,وشد
تثبيتا,ثبت
لءاتيناهم,لءت
لدنا,لدن
ولهديناهم,لهد
صراطا,صرط
مستقيما,سقي
انعم,نعم
والصديقين,صدق
والشهداء,شهداء
والصالحين,صلح
رفيقا,رفق
حذركم,حذر
فانفروا,نفر
ثبات,ثبت
انفروا,نفر
ليبطين,يبط
اكن,اكن
ليقولن,يقل
مودة,ودة
ياليتنى,تنى
فافوز,ففز
فوزا,فوز
فليقاتل,قتل
يشرون,يشر
يقاتل,قتل
فيقتل,قتل
يغلب,غلب
نوتيه,نوت
تقاتلون,قتل
والمستضعفين,ضعف
والنساء,نسء
والولدان,ولد
الظالم,ظلم
واجعل,جعل
يقاتلون,قتل
فقاتلوا,قتل
كيد,كيد
كفوا,كفا
يخشون,يخش
كخشية,كخش
اخرتنا,اخر
اينما,اين
يدرككم,يدر
بروج,برج
مشيدة,شيد
تصبهم,تصب
يقولوا,يقل
عندك,عند
فمال,فمل
يكادون,يكد
يفقهون,يفق
اصابك,صبك
نفسك,نفس
وارسلناك,وارسلناك
اطاع,اطع
حفيظا,حفظ
طاعة,طعة
يبيتون,يبت
وتوكل,وكل
وكيلا,وكل
يتدبرون,دبر
اختلافا,خلف
الامن,امن
اذاعوا,اذع
ردوه,رده
والىا,ولى
لعلمه,علم
يستنبطونه,يستنبطونه
لاتبعتم,تبع
فقاتل,قتل
وحرض,حرض
عسى,عسى
يكف,يكف
باس,باس
باسا,بسا
تنكيلا,نكل
كفل,كفل
مقيتا,قيت
حييتم,حيي
بتحية,بتح
فحيوا,فحي
باحسن,بحس
ردوها,ردو
ليجمعنكم,جمع
اصدق,صدق
اركسهم,ركس
اتريدون,ترد
تهدوا,تهد
اضل,اضل
يضلل,ضلل
فتكونون,تكو
يهاجروا,هجر
فخذوهم,خذو
وجدتموهم,جدتمو
يصلون,يصل
وبينهم,وبن
جاءوكم,جءو
حصرت,حصر
يقاتلوا,قتل
قومهم,قوم
لسلطهم,سلط
فلقاتلوكم,قاتلو
اعتزلوكم,عتزلو
والقوا,قوا
ستجدون,تجد
ءاخرين,ءخر
يامنوكم,منو
ويامنوا,ويم
ردوا,ردا
اركسوا,ركس
يعتزلوكم,عتزلو
ويلقوا,يلق
ويكفوا,يكف
واولايكم,وول
لمومن,لمم
مومنا,موم
خطـا,خطـ
فتحرير,حرر
رقبة,رقب
ودية,ودة
يصدقوا,صدق
وتحرير,حرر
شهرين,شهر
متتابعين,تابع
توبة,توب
متعمدا,تعمد
فجزاوه,جزو
وغضب,غضب
ولعنه,ولع
واعد,وعد
ضربتم,ضرب
فتبينوا,فتب
القىا,قىا
السلام,سلم
لست,لست
تبتغون,بتغ
عرض,عرض
فعند,عند
مغانم,غنم
يستوى,سوى
القاعدون,قعد
الضرر,ضرر
والمجاهدون,جهد
باموالهم,مول
وانفسهم,نفس
المجاهدين,جهد
القاعدين,قعد
وعد,وعد
الحسنىا,حسنى
توفىاهم,وفى
ظالمى,ظالمى
فيم,فيم
كنا,كنا
مستضعفين,ضعف
ارض,ارض
واسعة,وسع
فتهاجروا,هجر
وساءت,وسء
مصيرا,صير
المستضعفين,ضعف
حيلة,حيل
يعفو,عفو
يهاجر,هجر
مراغما,راغ
وسعة,وسع
بيته,بيت
مهاجرا,هجر
يدركه,يدر
وقع,وقع
تقصروا,قصر
يفتنكم,يفت
فاقمت,فقم
فلتقم,تقم
معك,معك
ولياخذوا,يخذ
اسلحتهم,سلح
سجدوا,سجد
فليكونوا,يكو
ورايكم,وري
ولتات,ولت
اخرىا,خرى
يصلوا,يصل
فليصلوا,يصل
حذرهم,حذر
واسلحتهم,سلح
تغفلون,غفل
اسلحتكم,سلح
وامتعتكم,متع
فيميلون,يمل
ميلة,يلة
مطر,مطر
تضعوا,تضع
وخذوا,وخذ
اعد,اعد
جنوبكم,جنب
اطماننتم,طمن
فاقيموا,اقم
موقوتا,وقت
تالمون,تلم
يالمون,يلم
وترجون,ترج
لتحكم,لتح
ارىاك,رىك
للخاينين,خين
خصيما,خصي
تجادل,جدل
يختانون,خان
خوانا,خوا
اثيما,اثي
يستخفون,سخف
يرضىا,رضى
القول,قول
محيطا,حيط
جادلتم,جدل
يجادل,جدل
يعمل,عمل
سوءا,سوء
يستغفر,غفر
يكسب,كسب
يكسبه,كسب
خطيـة,خطـ
يرم,يرم
بريـا,برـ
احتمل,حمل
لهمت,لهم
يضلوك,ضلو
يضرونك,ضرو
وعلمك,علم
نجوىاهم,نجى
بصدقة,صدق
يشاقق,شقق
ويتبع,تبع
نوله,نول
ونصله,نصل
دونه,دون
اناثا,نثا
شيطانا,شيط
مريدا,ريد
لعنه,لعن
لاتخذن,تخذ
عبادك,عبد
ولاضلنهم,لضل
ولامنينهم,ولم
ولءامرنهم,ءمر
فليبتكن,فلب
ءاذان,ءاذ
الانعام,عام
فليغيرن,يغر
خسر,خسر
خسرانا,خسر
يعدهم,يعد
ويمنيهم,ويم
غرورا,غرر
يجدون,يجد
محيصا,حيص
قيلا,قيل
بامانيكم,بام
يجز,يجز
يدخلون,دخل
واتبع,تبع
واتخذ,تخذ
خليلا,خلل
ويستفتونك,ويستفتونك
يفتيكم,يفت
يتلىا,تلى
يتامى,تمى
توتونهن,وون
وترغبون,رغب
تنكحوهن,كحو
الولدان,ولد
تقوموا,تقم
لليتامىا,تمى
خافت,خفت
بعلها,بعل
نشوزا,نشز
اعراضا,عرض
يصلحا,صلح
صلحا,صلح
والصلح,صلح
واحضرت,حضر
الانفس,نفس
الشح,لشح
تحسنوا,تحس
تستطيعوا,تطع
حرصتم,حرص
الميل,ميل
فتذروها,ذرو
كالمعلقة,علق
تصلحوا,صلح
يتفرقا,فرق
يغن,يغن
كلا,كلا
سعته,سعت
واسعا,وسع
وصينا,وصي
واياكم,ويا
تكفروا,كفر
حميدا,حمد
يشا,يشا
يذهبكم,ذهب
ايها,ايه
ويات,ويت
بـاخرين,ـخر
قديرا,قدر
قوامين,قوم
الوالدين,ولد
اولىا,ولى
الهوىا,هوى
تلوا,تلا
تعرضوا,عرض
ليغفر,غفر
ليهديهم,يهد
يتخذون,تخذ
ايبتغون,بتغ
عندهم,عند
سمعتم,سمع
ويستهزا,سهز
تقعدوا,قعد
يخوضوا,يخض
حديث,حدث
والكافرين,كفر
يتربصون,ربص
نكن,نكن
نستحوذ,تحذ
ونمنعكم,منع
خادعهم,خدع
كسالىا,كسلى
يراءون,يرء
مذبذبين,ذبذب
الدرك,درك
الاسفل,سفل
واخلصوا,خلص
وسوف,وسف
بعذابكم,عذب
شكرتم,شكر
وءامنتم,وءم
شاكرا,شكر
الجهر,جهر
يفرقوا,فرق
ونكفر,كفر
يتخذوا,تخذ
الكافرون,كفر
يوتيهم,يوت
يسـلك,سـل
سالوا,سال
فقالوا,فقل
ارنا,ارن
فاخذتهم,فخذ
بظلمهم,ظلم
اتخذوا,تخذ
فعفونا,عفو
بميثاقهم,يثق
تعدوا,تعد
واخذنا,وخذ
نقضهم,نقض
ميثاقهم,يثق
وكفرهم,كفر
وقولهم,وقل
طبع,طبع
وبكفرهم,كفر
قتلوه,قتلو
صلبوه,صلبو
شبه,شبه
شك,شك
اتباع,تبع
الظن,الظ
يقينا,يقي
رفعه,رفع
ليومنن,ليم
موته,وته
فبظلم,ظلم
حرمنا,حرم
احلت,احل
وبصدهم,بصد
واخذهم,وخذ
نهوا,نها
واكلهم,وكل
الراسخون,رسخ
والمقيمين,قيم
والموتون,موت
سنوتيهم,سنت
اوحينا,اوح
نوح,نوح
واوحينا,ووح
وايوب,ويب
ويونس,ونس
وهارون,وهر
وسليمان,سلم
زبورا,زبر
ورسلا,رسل
قصصناهم,قصص
نقصصهم,قصص
وكلم,كلم
تكليما,تكل
رسلا,رسل
يشهد,شهد
انزله,زله
بعلمه,علم
يشهدون,شهد
وصدوا,وصد
ضلوا,ضلا
وظلموا,ظلم
طريقا,طرق
طريق,طرق
تغلوا,تغل
وكلمته,كلم
القىاها,قىا
وروح,ورح
يستنكف,نكف
عبدا,عبد
المقربون,قرب
عبادته,عبد
ويستكبر,كبر
فسيحشرهم,حشر
ويزيدهم,يزد
استنكفوا,نكف
واستكبروا,كبر
فيعذبهم,عذب
برهان,بره
نورا,نور
فسيدخلهم,دخل
ويهديهم,يهد
يستفتونك,يستفتونك
الكلالة,كلل
هلك,هلك
يرثها,يرث
كانتا,كنت
فلهما,فله
الثلثان,ثلث
فللذكر,ذكر
اوفوا,اوف
بالعقود,عقد
بهيمة,بهم
محلى,حلى
الصيد,صيد
تحلوا,تحل
القلايد,قليد
ءامين,ءام
يبتغون,بتغ
ورضوانا,رضو
حللتم,حلل
فاصطادوا,صطد
يجرمنكم,جرم
شنـان,شنـ
صدوكم,صدو
وتعاونوا,تعو
والتقوىا,تقى
تعاونوا,عون
الاثم,اثم
والمنخنقة,خنق
والموقوذة,وقذ
والمتردية,ترد
والنطيحة,نطح
اكل,اكل
السبع,سبع
ذكيتم,ذكي
ذبح,ذبح
النصب,نصب
تستقسموا,قسم
بالازلام,زلم
فسق,فسق
ييس,ييس
واخشون,وخش
اكملت,كمل
واتممت,تمم
ورضيت,ورض
مخمصة,خمص
متجانف,جانف
